	SentenceID	Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct	languagetool_detection
391	280	Eva Winkelmann Müllergasse 12 12345 Stadt X. Computer-Spezialist Odenwaldstraße 5 , 53119 Bonn Stadt X 22.03.2010 Praktikum als Kauffrau Beruf und Informatik , mit großen interesse habe ich diese anzeige beim Stadt X Zeitung gelesen .	anzeige	196.0	203.0		Anzeige		['FN']
392	281	Ich komme aus Kenia und geboren in Stadt Y. Nachdem meine Schulabschul habe ich deutsch Kur besucht und Computer IT-Systemkauffrau gemacht .							['FP']
393	282	Meine Interesse auf diese brief war Information und Kommunikation .	brief	26.0	31.0		Brief		['TP']
394	283	Ich habe erfahrung über diese Beruf für 3 jahre , ich habe auch bei Siemens und Computer Investment gearbeitet .	erfahrung	9.0	18.0		Erfahrung		['TP', 'FP?']
395	283	Ich habe erfahrung über diese Beruf für 3 jahre , ich habe auch bei Siemens und Computer Investment gearbeitet .	jahre	42.0	47.0		Jahre		['TP']
396	284	Ich bin flexible , intelligent , punktlich und gerne mag ich teamarbeit .	punktlich	33.0	42.0		pünktlich		['TP', 'FP?']
397	284	Ich bin flexible , intelligent , punktlich und gerne mag ich teamarbeit .	teamarbeit	61.0	71.0		Teamarbeit		['TP']
398	285	Ich freue mich sehr zum eine antwort für ein Stelleangebot bei Ihnen .	antwort	29.0	36.0		Antwort		['TP', 'FP?']
399	286	Mit freundlichen Grüßen Eva Winkelmann							[]
400	287	Tobias Michael Meier Müller Müllergasse 12 1234 Stadt X Computer-Spezialist Odenwaldstraße 5 53119 Bonn Stadt X den 30.12.2010 Sehr geehrte Damen und Herren Mit großem Interesse habe ich Ihre Anzeige gelesen und bewerbe mich um eine praktikantenstelle bei Ihnen .	praktikantenstelle	233.0	251.0		Praktikantenstelle		['FP?', 'FP?', 'TP']
401	288	In einer großem deutschen Firma ein Praktikum zu absolvieren war und ist immer mein Großer Wunsch .	Großer	84.0	90.0		großer		['FN']
402	289	Nach meine Deutschkurz würde ich gerne die Zeit nutzen um meiner deutsche Kentnisse zu verbesern und Praktische erfarungen zammel zu können .	Deutschkurz	11.0	22.0		Deutschkurs		['TP', 'FP?', 'FP?', 'FP?', 'FP?']
403	289	Nach meine Deutschkurz würde ich gerne die Zeit nutzen um meiner deutsche Kentnisse zu verbesern und Praktische erfarungen zammel zu können .	Kentnisse	74.0	83.0		Kenntnisse		['TP']
404	289	Nach meine Deutschkurz würde ich gerne die Zeit nutzen um meiner deutsche Kentnisse zu verbesern und Praktische erfarungen zammel zu können .	verbesern	87.0	96.0		verbessern		['TP']
405	289	Nach meine Deutschkurz würde ich gerne die Zeit nutzen um meiner deutsche Kentnisse zu verbesern und Praktische erfarungen zammel zu können .	Praktische	101.0	111.0		praktische		['FN']
406	289	Nach meine Deutschkurz würde ich gerne die Zeit nutzen um meiner deutsche Kentnisse zu verbesern und Praktische erfarungen zammel zu können .	erfarungen	112.0	122.0		Erfahrungen		['TP']
407	289	Nach meine Deutschkurz würde ich gerne die Zeit nutzen um meiner deutsche Kentnisse zu verbesern und Praktische erfarungen zammel zu können .	zammel	123.0	129.0		sammeln		['TP']
408	290	in meinen Heimat habe ich ein Ausbildung als Programierer absolviert .	in	0.0	2.0		In		['FP?', 'FN']
409	290	in meinen Heimat habe ich ein Ausbildung als Programierer absolviert .	Programierer	45.0	57.0		Programmierer		['TP']
410	291	und in einen - unreadable - Comupter Centrum gearbeitet .	Comupter	28.0	36.0		Computerzentrum		['FP?', 'TP', 'FP?']
411	291	und in einen - unreadable - Comupter Centrum gearbeitet .	Centrum	37.0	44.0		Computerzentrum		['TP']
412	292	Englisch und Spanisch behersche ich in Schrift und Wort .	behersche	22.0	31.0		beherrsche		['TP']
413	293	Im team zu Arbeiten macht mir große Freude aber ich kann auch allein mit die Kunden umgehen .	team	3.0	7.0		Team		['TP']
414	293	Im team zu Arbeiten macht mir große Freude aber ich kann auch allein mit die Kunden umgehen .	Arbeiten	11.0	19.0		arbeiten		['FN']
415	294	Ich bin sehr mobil und Flexibel .	Flexibel	23.0	31.0		flexibel		['FN']
416	295	In Ihren Firma konnte ich angfan Juni eintreten .	angfan	26.0	32.0		Anfang		['TP']
417	296	auf eine Einladung zu geschprechen werde ich mich sehr freuen .	auf	0.0	3.0		Auf		['FP?', 'FN']
418	296	auf eine Einladung zu geschprechen werde ich mich sehr freuen .	geschprechen	22.0	34.0		Gespräch		['TP']
419	297	Mit freundlichen Grußen Tobias .							['FP']
420	298	Katharina Müller Zentralplatz 12 12345 Stadt X 22 .							[]
421	299	März 2010 Computer-Spezialist Odenwaldstr .							['FP']
422	300	5 53119 Bonn Bewerbung als Vertriebspraktikantin Ihre Anzeige vom 21.03.2010 in der Morgenpost .							[]
423	301	Sehr geehrte Damen und Herren , mit großem interesse habe ich Ihre Anzeige gelesen und bewerbe mich um eine Praktikantinstelle bei Ihnen .	interesse	43.0	52.0		Interesse		['TP', 'FP?']
424	302	Es war schon immer mein größter Wunsch , in einer großen deutschen Firma tätig zu sein .							[]
425	303	Nach meinem Deutshkurs würde ich gerne die Zeit nutzen , um praktische Erfahrungen in Deutschland zu sammeln .	Deutshkurs	12.0	22.0		Deutschkurs		['TP']
426	304	Dabei möchte ich auch meine Deutschkenntnisse verbessern .							[]
427	305	Nach dem Schulabschluss habe ich in meiner Heimat eine Ausbildung als IT-Systemkauffrau absolviert .							[]
428	306	Ich habe 3 Jahre bei einer Firma in Südafrika als Betriebswirtschaftslehrin gearbeitet .	Betriebswirtschaftslehrin	50.0	75.0		Betriebswirtschaftlerin		['TP']
429	307	Ich arbeite gerne im Team , den die Zusammenarbeiten mit macht mir viel Spaß .	den	28.0	31.0		denn		['FN']
430	308	Auserdem kann ich auch allerdings gut selbststandig Aufgaben bearbeiten .	Auserdem	0.0	8.0		Außerdem		['TP', 'FP?']
431	308	Auserdem kann ich auch allerdings gut selbststandig Aufgaben bearbeiten .	selbststandig	38.0	51.0		selbstständig		['TP']
432	309	Ich spreche fließend Deutsh und Englisch .	Deutsh	21.0	27.0		Deutsch		['TP']
433	310	Eine Praktikum konnte ich Anfang April antreten .							[]
434	311	Über eine einladung würde ich mich sehr freuen .	einladung	10.0	19.0		Einladung		['TP']
435	312	Mit Freundlichen grüssen ,	Freundlichen	4.0	16.0		freundlichen		['FN']
436	312	Mit Freundlichen grüssen ,	grüssen	17.0	24.0		Grüßen		['FN']
437	313	Anlagen : Lebenslauf , 2x Zeugnisse							[]
438	314	Eva Müller Zentralplatz 12 12345 Stadt X Computer-Spezialist Odenwaldstraße 5 53119 Bonn Stadt X , 22.03.2010 Bewerbung Sehr geehrte Damen und Herren , mit großem Interesse habe ich Ihre Anzeige im Internet gelesen und möchte mich bei Ihnen um eine Praktikumstelle bewerben .							['FP', 'FP']
439	315	In einer Firma in Deutschland ein Praktikum zu absolvieren war schon lange mein große Wunsch .							[]
440	316	Nach der Schule habe ich in meiner Heimat Fremdsprachen an Pädagogischen Institut von Stadt Y studiert .							[]
441	317	und danach habe ich eine Ausbildung als Kauffrau absolviert .							[]
442	318	Meine Muttersprachen sind Russisch und Georgisch Ich spreche fließend Englisch und habe gute Kenntnisse in Deutsch Außerdem habe ich viel Erfahrung im Ungang mit Computern .							['FP']
443	319	Ich bin flexibl und eine Zusammenarbeit mit anderen macht mir viel Spaß .	flexibl	8.0	15.0		flexibel		['TP']
444	320	Durch ein Praktikum in Ihrer Firma kann ich berufliche Kenntnisse erwerben und mein Deutsch verbessern .							[]
445	321	Über eine positive Antwort von Ihnen würde ich mich sehr freuen .							[]
446	322	Mit freundlichen Grüßen Eva Müller							[]
447	323	Computer-Spezialist Stadt X 22-3-2010 Odenwaldstraße 5 53119 Bonn Bewerbung als Vertriebspraktikantin Sehr geehrtet Damen und Herren Ich habe im Internet Ihr Anzeige im Berliner Morgen Post gelesen und Ich möchte hier mich Bewerben .	Ich	202.0	205.0		ich		['FP?', 'FP?', 'FN']
448	323	Computer-Spezialist Stadt X 22-3-2010 Odenwaldstraße 5 53119 Bonn Bewerbung als Vertriebspraktikantin Sehr geehrtet Damen und Herren Ich habe im Internet Ihr Anzeige im Berliner Morgen Post gelesen und Ich möchte hier mich Bewerben .	Bewerben	223.0	231.0		bewerben		['FN']
449	324	Ist mein großter wunsch im Ihren Firma arbeite ; im mein Heimat habe Ich , Kaufmännischerin Beruf und Informatik gelernt .	wunsch	17.0	23.0		Wunsch		['FP?', 'TP', 'FP?']
450	324	Ist mein großter wunsch im Ihren Firma arbeite ; im mein Heimat habe Ich , Kaufmännischerin Beruf und Informatik gelernt .	Ich	69.0	72.0		ich		['FN']
451	324	Ist mein großter wunsch im Ihren Firma arbeite ; im mein Heimat habe Ich , Kaufmännischerin Beruf und Informatik gelernt .	Kaufmännischerin	75.0	91.0		kaufmännischen		['TP']
452	325	Zu erst war ich im einer Hotel gearbeitet , 1999 habe Ich bei Siemens gearbeitet ; bis 2003 , daher bin Ich nach Deutschland gekommen und möchte Ich weita einer Ausbildung zu lernen als IT-Systemkauffrau .	Zu	0.0	2.0		Zuerst		['FP?', 'FN']
453	325	Zu erst war ich im einer Hotel gearbeitet , 1999 habe Ich bei Siemens gearbeitet ; bis 2003 , daher bin Ich nach Deutschland gekommen und möchte Ich weita einer Ausbildung zu lernen als IT-Systemkauffrau .	erst	3.0	7.0		Zuerst		['FN']
454	325	Zu erst war ich im einer Hotel gearbeitet , 1999 habe Ich bei Siemens gearbeitet ; bis 2003 , daher bin Ich nach Deutschland gekommen und möchte Ich weita einer Ausbildung zu lernen als IT-Systemkauffrau .	Ich	54.0	57.0		ich		['FN']
455	325	Zu erst war ich im einer Hotel gearbeitet , 1999 habe Ich bei Siemens gearbeitet ; bis 2003 , daher bin Ich nach Deutschland gekommen und möchte Ich weita einer Ausbildung zu lernen als IT-Systemkauffrau .	Ich	104.0	107.0		ich		['FN']
456	326	Ich arbeit gans toll im Team und das mach Spaß , außerdem kann Ich auch selbständig arbeit .	gans	11.0	15.0		ganz		['FP?', 'TP', 'FP?']
457	326	Ich arbeit gans toll im Team und das mach Spaß , außerdem kann Ich auch selbständig arbeit .	Ich	63.0	66.0		ich		['FN']
458	327	Ich freue mich und gerne von Ihr ein Bespracht einladung .	Bespracht	37.0	46.0		Besprechungseinladung		['FP?', 'FN']
459	327	Ich freue mich und gerne von Ihr ein Bespracht einladung .	einladung	47.0	56.0		Besprechungseinladung		['TP']
460	328	Mit Freundlichen Grußen Maria Schmidt	Freundlichen	4.0	16.0		freundlichen		['FP?', 'FN']
461	329	"Maria Meier Stadt X , 22.03.2010 Müllergasse 1 12345 Stadt X Computer-Spezialist Odenwaldstraße 5 53119 Bonn Ein Platz für """""""" spätere Ausbildung """""""" als IT-Systemkauffrau ."							['FP', 'FP']
462	330	Sehr geehrte Damen und Herren , ich habe mir eine Bekanten bei Ihre Firma gewissen dass gibt bei Ihn eine Frie Platz für Ausbildung .	Bekanten	50.0	58.0		Bekannten		['TP', 'FP?']
463	330	Sehr geehrte Damen und Herren , ich habe mir eine Bekanten bei Ihre Firma gewissen dass gibt bei Ihn eine Frie Platz für Ausbildung .	Frie	106.0	110.0		freien		['TP']
464	331	Ich habe mich sehr gefruet auf diser Platz .	gefruet	19.0	26.0		gefreut		['TP', 'FP?']
465	331	Ich habe mich sehr gefruet auf diser Platz .	diser	31.0	36.0		diesen		['TP']
466	332	Deshalb möchte ich mich bewarben .							[]
467	333	Ich glaube es ist ein Richtung wo ich mich besser Bildet machen könnte .	Bildet	50.0	56.0		bilden		['FN']
468	334	Ich habe auch Ihre Anzeige gelesen .							[]
469	335	Diese Anzeige gefällt mir so sehr Da gibt alles Information was brauche ich .							[]
470	336	Jetzt wollte ich meine ProsPeckte geben für Ihre Kenntnis .	ProsPeckte	23.0	33.0		Prospekte		['TP']
471	337	Ich habe Studium gemacht als Computer Science in Stadt Y in Indien .							[]
472	338	Denn habe ich zwei Jahre ein Job gehabt in Stadt Z und zuletzt arbeite ich von 01.04.2009 bis Jetzt ein Telekaffe .	Jetzt	94.0	99.0		jetzt		['FP?', 'FN']
473	338	Denn habe ich zwei Jahre ein Job gehabt in Stadt Z und zuletzt arbeite ich von 01.04.2009 bis Jetzt ein Telekaffe .	Telekaffe	104.0	113.0		Telecafé		['TP']
474	339	Ihre Anzeige ist für mich ein Gottest Geseck wenn Sie mich ein Platz riserviren könnte .	Gottest	30.0	37.0		Gottesgeschenk		['TP', 'FP?', 'FP?']
475	339	Ihre Anzeige ist für mich ein Gottest Geseck wenn Sie mich ein Platz riserviren könnte .	Geseck	38.0	44.0		Gottesgeschenk		['TP']
476	339	Ihre Anzeige ist für mich ein Gottest Geseck wenn Sie mich ein Platz riserviren könnte .	riserviren	69.0	79.0		reservieren		['TP']
477	340	Ich möchte gerne auch wissen ab wann Beginn dieser Ausbildung , wie viele Stunden Prowoche und Arbeitszeit .							['FP']
478	341	Ich möchte vorher Ihn Dankber wenn Sie mich züruck schreiben können .	Dankber	22.0	29.0		dankbar		['TP', 'FP?']
479	341	Ich möchte vorher Ihn Dankber wenn Sie mich züruck schreiben können .	züruck	44.0	50.0		zurück		['TP']
480	342	Viellen Dank und viellen Grüßen Frau Meier Anlage .	Viellen	0.0	7.0		Vielen		['TP', 'FP?']
481	342	Viellen Dank und viellen Grüßen Frau Meier Anlage .	viellen	17.0	24.0		viele		['TP']
482	343	Stadt X , 22 März 2010 Computer-Spezialist Odenwaldstraße 5 53119 Bonn Betreff : Ihre Stelle fur ein Vertriebspraktikant Sehr geehrte Damen und Herren , ich möchte mich bei Ihnen für die Stelle zum Vertriebspraktikant bewerben , wie gelesen in Ihre Anzeige in Computer Fachblatt von 19-03-2010 Für meine ausbildung zum Computer Programem an der Hochschule in Stadt X steht auch ein Praktikum aufs Program .	fur	93.0	96.0		für		['FP?', 'TP', 'FP?', 'FP?', 'FP?']
483	343	Stadt X , 22 März 2010 Computer-Spezialist Odenwaldstraße 5 53119 Bonn Betreff : Ihre Stelle fur ein Vertriebspraktikant Sehr geehrte Damen und Herren , ich möchte mich bei Ihnen für die Stelle zum Vertriebspraktikant bewerben , wie gelesen in Ihre Anzeige in Computer Fachblatt von 19-03-2010 Für meine ausbildung zum Computer Programem an der Hochschule in Stadt X steht auch ein Praktikum aufs Program .	ausbildung	304.0	314.0		Ausbildung		['TP']
484	343	Stadt X , 22 März 2010 Computer-Spezialist Odenwaldstraße 5 53119 Bonn Betreff : Ihre Stelle fur ein Vertriebspraktikant Sehr geehrte Damen und Herren , ich möchte mich bei Ihnen für die Stelle zum Vertriebspraktikant bewerben , wie gelesen in Ihre Anzeige in Computer Fachblatt von 19-03-2010 Für meine ausbildung zum Computer Programem an der Hochschule in Stadt X steht auch ein Praktikum aufs Program .	Computer	319.0	327.0		Computer-Programmierer		['FN']
485	343	Stadt X , 22 März 2010 Computer-Spezialist Odenwaldstraße 5 53119 Bonn Betreff : Ihre Stelle fur ein Vertriebspraktikant Sehr geehrte Damen und Herren , ich möchte mich bei Ihnen für die Stelle zum Vertriebspraktikant bewerben , wie gelesen in Ihre Anzeige in Computer Fachblatt von 19-03-2010 Für meine ausbildung zum Computer Programem an der Hochschule in Stadt X steht auch ein Praktikum aufs Program .	Programem	328.0	337.0		Computer-Programmierer		['TP']
486	343	Stadt X , 22 März 2010 Computer-Spezialist Odenwaldstraße 5 53119 Bonn Betreff : Ihre Stelle fur ein Vertriebspraktikant Sehr geehrte Damen und Herren , ich möchte mich bei Ihnen für die Stelle zum Vertriebspraktikant bewerben , wie gelesen in Ihre Anzeige in Computer Fachblatt von 19-03-2010 Für meine ausbildung zum Computer Programem an der Hochschule in Stadt X steht auch ein Praktikum aufs Program .	Program	397.0	404.0		Programm		['TP']
487	344	Seit mehrere Jahren bin ich teilzeit bei einem Freund beschäftigd und kann damit schön erste erfahrungen nachweisen .	teilzeit	28.0	36.0		Teilzeit		['TP', 'FP?', 'FP?']
488	344	Seit mehrere Jahren bin ich teilzeit bei einem Freund beschäftigd und kann damit schön erste erfahrungen nachweisen .	beschäftigd	54.0	65.0		beschäftigt		['TP']
489	344	Seit mehrere Jahren bin ich teilzeit bei einem Freund beschäftigd und kann damit schön erste erfahrungen nachweisen .	schön	81.0	86.0		schon		['FN']
490	344	Seit mehrere Jahren bin ich teilzeit bei einem Freund beschäftigd und kann damit schön erste erfahrungen nachweisen .	erfahrungen	93.0	104.0		Erfahrungen		['TP']
491	345	Und naturlich kann ich mich mit den Englische Sprache gut aus .	naturlich	4.0	13.0		natürlich		['TP']
492	345	Und naturlich kann ich mich mit den Englische Sprache gut aus .	Englische	36.0	45.0		englische		['FN']
493	346	Ich möchte mich mit diese Stelle noch weiter berüflich ausbilden Freundlichkeit und Kundenservice sind ein wichtiger Teil davon Bei weitere Fragen stehe ich Ihnen gerne persöhnlich zu verfugung .	berüflich	45.0	54.0		beruflich		['TP', 'FP?', 'FP?']
494	346	Ich möchte mich mit diese Stelle noch weiter berüflich ausbilden Freundlichkeit und Kundenservice sind ein wichtiger Teil davon Bei weitere Fragen stehe ich Ihnen gerne persöhnlich zu verfugung .	persöhnlich	169.0	180.0		persönlich		['TP']
495	346	Ich möchte mich mit diese Stelle noch weiter berüflich ausbilden Freundlichkeit und Kundenservice sind ein wichtiger Teil davon Bei weitere Fragen stehe ich Ihnen gerne persöhnlich zu verfugung .	verfugung	184.0	193.0		Verfügung		['TP']
496	347	Mit vielen Dank im Voraus , M. Meier Anhang : Lebenslauf Foto Zeugnisse							[]
497	348	Julia Meier Müllergasse 12 a 1234 Stadt X Computer-Spezialist Odenwaldstraße 5 53119 Bonn Stadt Y , 20.03.2010 Bewerbung um eine Praktikum als Vertriebspraktikant Sehr geehrte Damen und Herren In Ihrer Anzeige von 01 .							['FP', 'FP']
498	349	Februar in der Allgemeinen Zeitung suchen Sie eine Praktikantin .							[]
499	350	Ich möchte mich um dieses Praktikum bewerben .							[]
500	351	Ich habe Betriebswirtschaft an der Universität Stadt Y studiert , in der Fächern Informatik , Contolling und Personalwesen .							['FP']
501	352	Ich spreche Ungarisch , Englisch , Spanisch und Deutsch .							[]
502	353	An einem Praktikum im Ihrem Haus , bin ich besonders interessiert , da ich glaube , dass sich hier meine theoretische Wissen durch praktische Erfahrungen weiter ausbauen kann .							[]
503	354	Zusätzlich habe ich Computer kenntnisse .	Computer	20.0	28.0		Computerkenntnisse		['FP?', 'FN']
504	354	Zusätzlich habe ich Computer kenntnisse .	kenntnisse	29.0	39.0		Computerkenntnisse		['TP']
505	355	Ich bin Flexibel und Mobil und arbeite gut im Team .	Flexibel	8.0	16.0		flexibel		['FN']
506	355	Ich bin Flexibel und Mobil und arbeite gut im Team .	Mobil	21.0	26.0		mobil		['FN']
507	356	Ihrer Firma hat ein sehr gute Ruf und ich möchte meine Praktikum in Deutschland zu machen , weil da ich auch die Möglichkeit habe meine Deutsch kenntnisse verbesseren und die Deutsche Arbeit und Mentalität besser kennen zu lernen .	Deutsch	136.0	143.0		Deutschkenntnisse		['FP?', 'FN']
508	356	Ihrer Firma hat ein sehr gute Ruf und ich möchte meine Praktikum in Deutschland zu machen , weil da ich auch die Möglichkeit habe meine Deutsch kenntnisse verbesseren und die Deutsche Arbeit und Mentalität besser kennen zu lernen .	kenntnisse	144.0	154.0		Deutschkenntnisse		['FN']
509	356	Ihrer Firma hat ein sehr gute Ruf und ich möchte meine Praktikum in Deutschland zu machen , weil da ich auch die Möglichkeit habe meine Deutsch kenntnisse verbesseren und die Deutsche Arbeit und Mentalität besser kennen zu lernen .	verbesseren	155.0	166.0		verbessern		['TP']
510	356	Ihrer Firma hat ein sehr gute Ruf und ich möchte meine Praktikum in Deutschland zu machen , weil da ich auch die Möglichkeit habe meine Deutsch kenntnisse verbesseren und die Deutsche Arbeit und Mentalität besser kennen zu lernen .	Deutsche	175.0	183.0		deutsche		['FN']
511	357	Über eine Einladung zu eine persönliches Vorstellungsgespräch würde ich mich sehr freuen .							[]
512	358	Mit freundlichen Grüssen Julia Meier Anlagen : Lebenslauf , Passfoto , Zeugnis							['FP']
513	359	Müller Maria Stadt X , 20 März 2010 Müllergasse 1 1234 Stadt X Computer-Spezialist Personalabteilung Odenwaldstrasse 5 52119 Bonn Vertriebspraktikantenstelle im Ihrem Haus Sehr geehrte Damen und Herren , Ich möchte mich bei Ihnen um eine vertriebspraktikantenstelle im Bereit als IT-Systemkaufmann bewerben , da ich nach meinem Studiumabschluss im Fach Systemkaufmann , in diesem bereich arbeiten möchte .	Ich	204.0	207.0		ich		['FP?', 'FP?', 'FP?', 'FP?', 'FP?', 'FN']
514	359	Müller Maria Stadt X , 20 März 2010 Müllergasse 1 1234 Stadt X Computer-Spezialist Personalabteilung Odenwaldstrasse 5 52119 Bonn Vertriebspraktikantenstelle im Ihrem Haus Sehr geehrte Damen und Herren , Ich möchte mich bei Ihnen um eine vertriebspraktikantenstelle im Bereit als IT-Systemkaufmann bewerben , da ich nach meinem Studiumabschluss im Fach Systemkaufmann , in diesem bereich arbeiten möchte .	vertriebspraktikantenstelle	238.0	265.0		Vertriebspraktikantenstelle		['TP']
515	359	Müller Maria Stadt X , 20 März 2010 Müllergasse 1 1234 Stadt X Computer-Spezialist Personalabteilung Odenwaldstrasse 5 52119 Bonn Vertriebspraktikantenstelle im Ihrem Haus Sehr geehrte Damen und Herren , Ich möchte mich bei Ihnen um eine vertriebspraktikantenstelle im Bereit als IT-Systemkaufmann bewerben , da ich nach meinem Studiumabschluss im Fach Systemkaufmann , in diesem bereich arbeiten möchte .	bereich	380.0	387.0		Bereich		['TP']
516	360	Ich bin sehr Flexibel und Mobilität .	Flexibel	13.0	21.0		flexibel		['FN']
517	361	Nachdem Schulabschluss mit sehr guten Noten habe ich begonnen Informatic Schwerpunkt mit Systemkaufmann , da ich für das examten auch ein Berufspraktikum nachweisern muss , habe ich grosses intresse in der Arbeit machen kann .	Nachdem	0.0	7.0		Nach dem		['FP?', 'FP?', 'FP?', 'FP?', 'FP?', 'FN']
518	361	Nachdem Schulabschluss mit sehr guten Noten habe ich begonnen Informatic Schwerpunkt mit Systemkaufmann , da ich für das examten auch ein Berufspraktikum nachweisern muss , habe ich grosses intresse in der Arbeit machen kann .	Informatic	62.0	72.0		Informatik		['TP']
519	361	Nachdem Schulabschluss mit sehr guten Noten habe ich begonnen Informatic Schwerpunkt mit Systemkaufmann , da ich für das examten auch ein Berufspraktikum nachweisern muss , habe ich grosses intresse in der Arbeit machen kann .	examten	121.0	128.0		Examen		['TP']
520	361	Nachdem Schulabschluss mit sehr guten Noten habe ich begonnen Informatic Schwerpunkt mit Systemkaufmann , da ich für das examten auch ein Berufspraktikum nachweisern muss , habe ich grosses intresse in der Arbeit machen kann .	nachweisern	154.0	165.0		nachweisen		['TP']
521	361	Nachdem Schulabschluss mit sehr guten Noten habe ich begonnen Informatic Schwerpunkt mit Systemkaufmann , da ich für das examten auch ein Berufspraktikum nachweisern muss , habe ich grosses intresse in der Arbeit machen kann .	intresse	190.0	198.0		Interesse		['TP']
522	362	Neben IT-Systemkaufmann , Studiere ich auch Germanistic .	Studiere	26.0	34.0		studiere		['FP?', 'FN']
523	362	Neben IT-Systemkaufmann , Studiere ich auch Germanistic .	Germanistic	44.0	55.0		Germanistik		['TP']
524	363	Aus diesem gründe möchte ich mein Praktikum in Deutschland machen , um so meine Sprachkentnisse in Deutsch zu verbessern .	gründe	11.0	17.0		Gründen		['FP?', 'FN']
525	363	Aus diesem gründe möchte ich mein Praktikum in Deutschland machen , um so meine Sprachkentnisse in Deutsch zu verbessern .	Sprachkentnisse	80.0	95.0		Sprachkenntnisse		['TP']
526	364	Ich will dazu noch erwähnen , das ich Mundlich und schriflich sehr gut ausdurücken kann .	das	30.0	33.0		dass		['FP?', 'FP?', 'FP?', 'FN']
527	364	Ich will dazu noch erwähnen , das ich Mundlich und schriflich sehr gut ausdurücken kann .	Mundlich	38.0	46.0		mündlich		['TP']
528	364	Ich will dazu noch erwähnen , das ich Mundlich und schriflich sehr gut ausdurücken kann .	schriflich	51.0	61.0		schriftlich		['TP']
529	364	Ich will dazu noch erwähnen , das ich Mundlich und schriflich sehr gut ausdurücken kann .	ausdurücken	71.0	82.0		ausdrücken		['TP']
530	365	Ich würde mich sehr freuen , wenn eine Positive antwort gäbe .	Positive	39.0	47.0		positive		['FP?', 'FN']
531	365	Ich würde mich sehr freuen , wenn eine Positive antwort gäbe .	antwort	48.0	55.0		Antwort		['TP']
532	366	Mit freundlichen Grüssen , Müller Maria							[]
533	367	Eva Maria Meier Winkelmann Bahnhofsstraße 1 CH-1234 Stadt X Computer-Spezialist Odenwaldstraße 5 D-53119 Bonn Stadt X , den 20 .							['FP']
534	368	März 2010 Bewerbung als Vertriebspraktikantin Ihre Anzeige im Zeitschrift vom 19 .							[]
535	369	März 2010 Sehr geehrte Frau , sehr geehrter Herr , Sie suchen eine Vertriebspraktikantin für Ihre Verkaufsabteilung in Ihrem Bonner Büro .							[]
536	370	Nach erfolgreichen Abschluß meines Studiums an der Hotelfachschule in Stadt Y würde ich gern mein Wissen und meine im Berufspraktika erworbenen Erfahrungen in Ihr Unternehmen einbringen .	Abschluß	19.0	27.0		Abschluss		['TP']
537	371	Ausserdem möchte ich mich später weiterbilden als IT-Systemkauffrau und bewerbe mich daher als Praktikantin .	Ausserdem	0.0	9.0		Außerdem		['TP']
538	372	Mein Praktikum bei der Firma X in Stadt Z hat die Interesse für IT geweckt und hat mir gezeigt , dass ich gerne im Team arbeite und mir die übernahme umfangreichen organisatorischen Aufgabe liegt .	übernahme	140.0	149.0		Übernahme		['TP']
539	373	Mit dem Eintritt in Ihr Unternehmen verbinde ich die Erwartung meine Deutschkenntnisse zu verbessern , und meine Erfahrungen mit grosser Motivation einbringen zu können .							['FP']
540	374	Die Tätigkeit könnte ich ab dem 1 .							[]
541	375	April beginnen .							[]
542	376	Über die Einladung zu einem persönlichen Vorstellungsgespräch freue ich mich sehr .							[]
543	377	Mit freundlichen Grüßen							[]
544	378	Michael Meier Müllergasse 123 Stadt X Computer-Spezialist Odenwaldstrasse 5 53119 Bonn Stadt X 20 März 2010 .							['FP', 'FP']
545	379	Vertriebspraktikant .							[]
546	380	Sehr geeherte Dammen und Herrn .	geeherte	5.0	13.0		geehrte		['TP', 'FP?']
547	380	Sehr geeherte Dammen und Herrn .	Dammen	14.0	20.0		Damen		['TP']
548	380	Sehr geeherte Dammen und Herrn .	Herrn	25.0	30.0		Herren		['FN']
549	381	ich bewerbe mich für die Praktikum Stelle in eure betrieb .	Praktikum	25.0	34.0		Praktikumsstelle		['FN']
550	381	ich bewerbe mich für die Praktikum Stelle in eure betrieb .	Stelle	35.0	41.0		Praktikumsstelle		['FN']
551	381	ich bewerbe mich für die Praktikum Stelle in eure betrieb .	betrieb	50.0	57.0		Betrieb		['FN']
552	382	ich bin jetzt Vorletzt Semestre von Studium .	ich	0.0	3.0		Ich		['FP?', 'FN']
553	382	ich bin jetzt Vorletzt Semestre von Studium .	Vorletzt	14.0	22.0		vorletzten		['FN']
554	382	ich bin jetzt Vorletzt Semestre von Studium .	Semestre	23.0	31.0		Semester		['TP']
555	383	ich bin flexible und arbeite ich gerne in ein team ; ich spreche Fränzosisch Englisch und flissend Deutsch .	ich	0.0	3.0		Ich		['FP?', 'FP?', 'FP?', 'FN']
556	383	ich bin flexible und arbeite ich gerne in ein team ; ich spreche Fränzosisch Englisch und flissend Deutsch .	flexible	8.0	16.0		flexibel		['FN']
557	383	ich bin flexible und arbeite ich gerne in ein team ; ich spreche Fränzosisch Englisch und flissend Deutsch .	team	46.0	50.0		Team		['TP']
558	383	ich bin flexible und arbeite ich gerne in ein team ; ich spreche Fränzosisch Englisch und flissend Deutsch .	Fränzosisch	65.0	76.0		Französisch		['TP']
