	SentenceID	Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct	languagetool_detection
891	849	Certo adesso devo studiare le lingue straniere perché bisogno i punti per l' università .							[]
892	850	L' educazione delle lingue in Paese X secondo me è buono .							[]
893	851	Si vuole studiare lingue straniere qui può imperare .							[]
894	852	Sero che Le abbia potere aiutare .							['FP']
895	853	Se ha altri domandi solo me scrive un' altra lettera .							[]
896	854	2012 .01.02							[]
897	855	Distinti saluti , Michele Rossi							[]
898	856	Caro Giorgio , 22.01.2012 io conosco la sua problema .							[]
899	857	In dicembre andavo anch' io sulle chat , per conoscere nuova gente e anche ciacchierare , ma io non vivevo per questi ragazzi , e non dedicavo ogni giorno .	ciacchierare	75.0	87.0		chiaccierare		['TP']
900	858	La conoscenza con queste persone è buona , ma non è possibile dimenticare gli amici veri .							[]
901	859	Perchè hai detto basta , e hai cancellato dal cellulare tutti i numeri , e perchè hai rotto i contatti con tutti ?	Perchè	0.0	6.0		Perché		['TP', 'FP?']
902	859	Perchè hai detto basta , e hai cancellato dal cellulare tutti i numeri , e perchè hai rotto i contatti con tutti ?	perchè	75.0	81.0		perché		['TP']
903	860	Secondo me queste persone ti amano , e non capiscono , che è successo .							[]
904	861	Secondo me rispondi per i tuoi amici , racconta la verità !							[]
905	862	Non litiga con tutti !							[]
906	863	Secondo me i tuoi amici perdonano e non ti chiedono più perchè non ti faccio più sentire .	perchè	56.0	62.0		perché		['TP']
907	864	Andate al ristorante o al cinema , o divertarsi !							['FP']
908	865	Invece andavo anche sulle chat , perchè è possibile conoscere nuova gente gentile .	perchè	33.0	39.0		perché		['TP']
909	866	Ti baccio , aspetto la tua risposta Maria Rossi Strada Maggiore numero 2 Città X 1234	baccio	3.0	9.0		bacio		['TP']
910	867	"Città X , 2011 gennaio 22 Settimana Giovani via Crispi 119 Caserta 30127 alla cortese attenzione """""""" Lettre Personali """""""" Caro Giorgio , Ho letto la tuo lettera con molto attenzione ."							['FP', 'FP']
911	868	Secondo me amicizie virtuali hanno i vantaggi e gli svantaggi anche .							[]
912	869	Non è sicuro , che la persone con chi parli è vero .							[]
913	870	Il mio parere , sarebbe meglio , se provi trovare amici nella scuola o qualche luogo nella città .							[]
914	871	Puoi incontrare nuove persone al diversi bar o caffè , inoltre alla discoteca .							[]
915	872	Il mio opinione questo modo di conoscere nuovi gente è meglio del via Internet .							[]
916	873	Secondo me , il Internet è una cosa meravigliosa .							[]
917	874	Possiamo fare molti operazioni con l' aiuta di questo .							[]
918	875	Per esempio è email , chat o solo navigare sul sito di web .							[]
919	876	Naturalmente puoi leggere notizi e puoi giocare anche .							['FP']
920	877	Il mio opinione , studiare via Internet è molto utile - Inoltre , l' uso di Internet può essere pericoloso .							[]
921	878	Per esempio puoi baccare un virus , e questo è una cosa cattiva .	baccare	17.0	24.0		bacare		['TP']
922	879	In queste situazioni devi usare il antivirus .							[]
923	880	Finalmente , se mi asolti , non fare amicizie sul Internet , perchè penso che queste amicizie virtuali non sono rapporti veri .	asolti	19.0	25.0		ascolti		['TP', 'FP?']
924	880	Finalmente , se mi asolti , non fare amicizie sul Internet , perchè penso che queste amicizie virtuali non sono rapporti veri .	perchè	61.0	67.0		perché		['TP']
925	881	Incontra con nuove persone nella città e andiamo insieme al cinema per esempio !							[]
926	882	Spero che , ho potuto aiutare pochi a te .							[]
927	883	Tanti saluti , Maria Rossi XX							[]
928	884	Maria Rossi Strada Maggiore 1234 Città X Settimana Giovani Via 119 Crispi 80127 Caserta 22 gennaio 2012 , Città X Caro Giorgio , ho letto la tua lettera del giornale Settimana Giovani e ho deciso di scrivere a te .							['FP']
929	885	Secondo me è una buona cosa di avere amici virtuali , ma non mai dimenticare gli tuoi amici vicini !							[]
930	886	Anch' io ho qualche amico virtuale , generalmente faccio chat con loro e giochiamo sull' Internet .							[]
931	887	Secondo me , non dovesti rottare i contatti i tuoi amici e potresti rispondere di loro .							['FP']
932	888	Perché potresti -unreadable - devono capire che ti piace la vita virtuale e amicizie virtuali .							['FP']
933	889	Ma non mai dimenticare dell' Internet può essere pericoloso .							[]
934	890	Forse uno degli amici virtuali è un gente molto pericoloso e vuole sapere il tuo indirizzo o altre informazioni .							[]
935	891	Al posto tuo , io provrei controllare la mia vita e la mia vita virtuale .							['FP']
936	892	Spero che la mia lettera possa aiutarti e risolvere il tuo problema .							[]
937	893	Un baccio Maria Rossi	baccio	3.0	9.0		bacio		['TP']
938	894	Dipartimento Teorica e Applicata Universita degli Studi di Parma Corso Strada Nuova 65 27100 Parma Italia 22.01.2012	Universita	33.0	43.0		Università		['TP']
939	895	"Città X Spettabile Singora Favati , Con riferimento al Sua """""""" lettera """""""" publicata desidero sottoporre la Sua attenzione la mia risposta che e -unreadable-i miei argomento ."	Singora	19.0	26.0		Signora		['TP', 'FP?', 'FP?', 'FP?']
940	895	"Città X Spettabile Singora Favati , Con riferimento al Sua """""""" lettera """""""" publicata desidero sottoporre la Sua attenzione la mia risposta che e -unreadable-i miei argomento ."	publicata	71.0	80.0		pubblicata		['FN']
941	896	Ho cominciato la lingua l' inglese 10 anni fa .							[]
942	897	Fortunalemente -unreadable-i ragazzi passano una lingua straniera di solito già nella sucola elementare .							['FP', 'FP', 'FP']
943	898	Dopo cinque anni ho avuto la possibilità spendere un mese a Londra .							[]
944	899	Pero sono solo 16 anni questo mese la fatto la -unreadable - la una cita .	Pero	0.0	4.0		Però		['FP?', 'FN']
945	899	Pero sono solo 16 anni questo mese la fatto la -unreadable - la una cita .	cita	68.0	72.0		città		['FN']
946	900	Perché questo significa la motivazione -unreadable-la lingua .							['FP']
947	901	Ho il piacere l' esperienza vedere e vivere in una cultura straniera .							[]
948	902	Quando ho compreso la lingua non sono -unreadable-solo la parole e i regoli di grammatica ma anche in modo di pensare e abituarsi .							['FP']
949	903	Adesso come un adult il mio profession sono insegnante e interpretatore la lingua .							['FP', 'FP', 'FP']
950	904	Mi piacerebbe continuare la communicazione dal questo thema .	communicazione	28.0	42.0		comunicazione		['TP', 'FP?']
951	904	Mi piacerebbe continuare la communicazione dal questo thema .	thema	54.0	59.0		tema		['TP']
952	905	Restando alla sua posizione per un colloquio .							[]
953	906	Distinti saluti Maria							[]
954	907	XX 1234 Città X Strada Maggiore 20 22 gennaio 20120 Gabriella Favati Dipartimento di Linguistica Teorica e Applicata , Università degli Studi di Pavia IT - 27100 Pavia Corso Strada Nuova 65 Spettabile Gabriella Favati , le scrivo allo scopo di rispondere alla Sua lettera che l' ho letto nella mia scuola in Paese X .							['FP', 'FP']
955	908	Sono una ragazza aggettivo di nazionalità X , sono venticinque anni .							[]
956	909	Adesso frequento l' Università di Città X , studio l' architettura .							[]
957	910	Quando sono stata più giovane studiavo la lingua italiana nel liceo .							[]
958	911	Dopo quattro anni ho fatto un' esame di lingua d' italiano .	un'	27.0	30.0		un		['FN']
959	912	Pensavo che è una buona scelta per impararmi una lingua meno faticosa .							[]
960	913	L' inglese e tedesco si parlano più d' italiano .							[]
961	914	Nel mio paese la lingua italiana è una lingua cercata perchè non si parlano tanti personi .	perchè	54.0	60.0		perché		['TP', 'FP?']
962	915	Adesso cerco un lavoro dove posso usare mia conoscenza di lingua italiana , nel lavoro d' architettura può essere utile questa conoscenza .							[]
963	916	Quando studiavo questa lingua conoscevo anche la nazione italiana , la traduzione italiana , il paese .							[]
964	917	È importante studiare altre lingua di lingua madre , è aiuta nella vita del futuro .							[]
965	918	Se ha bisogna altri informazioni le do il mio indirizzo E-mail : Maria Rossi@internet.it							[]
966	919	Cordiali saluti Maria Rossi							[]
967	920	""" Lettere Personali """""""" del giornale Strada Maggiore 1234 Settimana Giovani Città X via Crispi , 119 , 80127 Caserta Cara Giorgio , Ho letto il tuo messeggio sul Internet ."	messeggio	146.0	155.0		messaggio		['FP?', 'FP?', 'FN']
968	921	Sono Maria , abito a Città X .							[]
969	922	Secondo me è molto cattivo che tu non hai amici , ma queste notizia che cerchi è buono .							[]
970	923	La mia opinione delle amicizie virtuali sono che le donne e anche gli uomini chi usano chat sull' internet non hanno amici e forse famiglia .							[]
971	924	Forse con cui parla sul chat non quella persona che tu pensa .							[]
972	925	"Secondo me scriveresti una lettera/e-mail in cui scrivi quasi questo : """""""" se scrivessi ancora da me allora andrai a polizia """""""" oppure """""""" non ti vorrei sentire , non ti amo e non vorrei che tu sia la mia amica . """""""""							[]
973	926	Oppura farà un nuovo indirizzo d' e-mail .							['FP']
974	927	La mia opinione sull' uso di Internet ha tanti vantaggi e anche tanti svantaggi .							[]
975	928	Ci sono vantaggi per esempio : è più facile mandare la lettera oppure possiamo prenotare i biglietti del teatro e quelli del areo o del tram .							[]
976	929	Possiamo leggere le notizia attuale e possiamo ascoltare la musica .							[]
977	930	Ma lo so che ci sono tanti svantaggi p.es.							[]
978	931	: ci sono tante persone malattie che molestano tutti .							[]
979	932	Sulla rete ci sono virus o malattie .							[]
980	933	Spero che mi possa aiutare da te .							[]
981	934	Baci Maria							[]
982	935	Dipartimento di Linguistica Teorica Città X e Applicata , Universita degli Studi Strada Maggiore 45 di Pavia , Corso Strada Nuova , 65 1234 Paese X 27100 Pavia , Italia Cara Gabriella Favati , permettimi di presentarmi , mi chiamo Rossi Michele , ho 25 anni , sono di Città X .	Universita	58.0	68.0		Università		['TP', 'FP?']
983	936	Io ho studiato due lingue antiche all' universita di Città Y .	universita	39.0	49.0		università		['TP']
984	937	Queste lingue la lingua latina e la lingua greca antica .							[]
985	938	Ho studiato queste lingue per tre anni ma quando ho finito l' università purtroppo non le uso .							[]
986	939	Tre anni fa ho cominciato a studiare la lingua italiana e certo bene .							[]
987	940	Ma vorrei imparare il russo perchè la sua grammatica non è diversa della latina e la mia pronuncia è splendida però quali persone quali lingue .	perchè	28.0	34.0		perché		['TP']
988	941	Secondo me in questi giorni ci si mette molto per studiare due o tre lingue si può avere successo nella vita .							[]
989	942	E per questo vorrei imparare il russo e l' italiano .							[]
990	943	La mia seconda lingua è l' inglese , ma a dire la verità non mi piace studiarla .							[]
991	944	È abbastanza invalsa e semplice , nonostante sia importante , è già obbligatorio .							[]
992	945	Penso che si usano molte lingue nella propria vita si può trovare semplicemente un buon lavoro per mettere le fondamenta sicure di un futuro .							[]
993	946	Concludendo vale la pena di conoscere e parlare per guadagnare bene .							[]
994	947	Baci , Michele							[]
995	948	Maria Rossi Strada Maggiore , 22 1234 Città X Gabriella Favati Dipartimento di Linguistica Teorica e Applicata , Università degli Studi di Pavia , Corso Strada Nuova , 65 I - 27100 Pavia Città Y , 22 gennaio 2012 Oggetto : iscrizione Spettabile Signore Favati , Le scrivo per candidarmi al corso di lingua il quale è stato pubblicato nel giornale .							['FP', 'FP']
996	949	Leggendo il Suo l' avviso , sono stata tanto felice , perchè il mio sogno è sempre stato di imparare la lingua tedesca .	perchè	54.0	60.0		perché		['TP']
997	950	Prima di tutto vorrei informare che parlo l' italiano e l' inglese ad alto livello .							[]
998	951	Anzi l' anno scorso presso in una inglese ditta ho avuto esperienza di 30 giorni .							[]
999	952	Inoltre , vorrei l' esame di maturità , vorrei passare la vacanza estiva a Vienna e così posso in grado di garantira la mia disponibilità immediata per iniziare il corso .							['FP']
1000	953	Poi , vorrei farle sapere le mie intenzioni , sono un' approvata di lingue , secondo me oggi giorno non soltanto per i giovani , ma anche per gli anziani è utile di parlare almeno due lingue straniere .							[]
1001	954	Alla fine , spero che la mia esperienza maturate in precedenza e le mie intenzioni possono essere adeguate di requisiti per il corso pubblicato .							[]
1002	955	Sono interessata e disponibile ad un incontro diretto .							[]
1003	956	In attesa di una Sua risposta Le porgo i miei più cordiali saluti , Maria Rossi							[]
1004	957	Rossi Maria Strada Maggiore 14 Città X Paese X ALI - Agenzia Lavoro Interinale Via Dante Alighieri 40 I - 42010 Reggio Emilia Italia Città X , 03/03/2012 Spettabile Agenzia Lavoro Interinale , mi rivolgo a Voi , perchè ho letto il Vostro annuncio in Internet e vorrei scrivere alcune informazione su questo posto di lavoro .	perchè	212.0	218.0		perché		['TP']
1005	958	Mi chiamo Rossi Maria , ho 18 anni e un anno fa ho finito i miei studi di universitario .							[]
1006	959	Fino ad oggi lavorava un' altra azienda di abbigliamento a Città X come segretaria .							[]
1007	960	Ma 2 mesi fa sono andata a vivere a Roma così devo cercare un nuovo posto di lavoro .							[]
1008	961	Vorrei lavorare in Vostro azienda , perchè ho qualche esperienza lavorativa e ho una ottima conoscenza di pacchetto Office .	perchè	36.0	42.0		perché		['TP']
1009	962	Ma prima di tutto vorrei ricevere alcune informazione su gli orari di lavoro .	su	54.0	56.0		sugli		['FN']
1010	962	Ma prima di tutto vorrei ricevere alcune informazione su gli orari di lavoro .	gli	57.0	60.0		sugli		['FN']
1011	963	Quante ore devo lavorare alla settimana ?							[]
1012	964	Quando deve cominciare il lavoro , in questa mese o il prossimo ?							[]
1013	965	Grazie per la Vostra pazienza e Voi chiedo di rispondere al più presto possibile !							[]
1014	966	Sono in attesa per un colloquio !							[]
1015	967	Cordiali saluti , Rossi Maria							[]
1016	968	Strada Maggiore 46 Città X ALI - Agenzia Lavoro Interinale Via Dante Alighieri 40 I - 42010 Reggio Emilia Italia Città X , il 03 marzo 2012 Egregio Direttore , ho letto il Suo annuncio su Internet e sto cercando un lavoro come questo .							[]
1017	969	Ho frequentato l' università economiche e sempre volevo lavorare per un' azienda di abbigliamento .							[]
1018	970	Sono una ragazza aggettivo di nazionalità X , ma studio italiano da 10 anni .							[]
1019	971	Mi piace lavorare con uomini per questo potrei tenere i contatti con clienti .							[]
1020	972	Se mi segliesse , muoverei a Regio Emiliano .							['FP']
1021	973	Ho già lavorato per un' azienda come il suo e mi è piaciuta molto perchè potevo fare che mi piace .	perchè	66.0	72.0		perché		['TP']
1022	974	Ho avuto colleghi carini e il posto di lavoro era bellissimo .							[]
1023	975	Ma questa azienda era in Città X .							[]
1024	976	Può informarmi della data d' iniziato ?							[]
1025	977	Perché ci volevo viaggiare solo all' estate ma se non è possibile posso risolvere per andare più presto .							[]
1026	978	E vorrei chiederle altre domande .							[]
1027	979	Può dirmi l' orario di lavoro ?							[]
1028	980	Quando devo iniziare a lavorare e quando posso finirlo .							[]
1029	981	E può dirmi qualcosa della retribuzione ?							[]
1030	982	Ho allegato il mio curriculum vitae .							[]
1031	983	In attesa della Sua gentile risposta , porgo distinti saluti .							[]
1032	984	Maria Rossi							[]
1033	985	"Maria Rossi Strada Maggiore 16 Roma , 10/03/2011 12345 Città X ALI - Agenzia Lavoro Interinale Via Dante Alighieri 40 I - 42010 Reggio Emilia Italia Egregio Direttore , ho letto su """""""" Le offerte di lavoro per i giovani """""""" del ventitre febbraio il Vostro annuncio e sono molto interessata.Mi chiamo Maria Rossi , ho ventitre anni e vivo con il mio marito a Roma ."							['FP', 'FP']
1034	986	Ho studiato al liceo per gli stilisti e mi sono laureato della storia di moda .							[]
1035	987	Nell' anno precendete ho lavorato per un' azienda molta famosa come commessa , ma ho voluto smetterlo perché ho dovuto studiare per la mia laurea .							['FP']
1036	988	Ma mi è piaciuto molto a lavorarci , perchè tutti erano carini , ho avuto buono contatto con il mio capo e con in colleghi .	perchè	37.0	43.0		perché		['TP']
1037	989	Se è necessario parlo perfettamente l' inglese , il francese e conosco bene anche lo spagnolo .							[]
1038	990	Conosco bene anche il computer e ho un esame della conoscenza di computer .							[]
1039	991	Se non è problema avrei alcune domande , per esempio quando devo comminiciare per la Vostra azienda .	comminiciare	65.0	77.0		cominicare		['TP']
1040	992	Come sarebbe il mio orario di lavoro e quanto sarebbe lo stipendio .							[]
1041	993	Potrebbe farmi di scriverli nella tua risposta ?							[]
1042	994	Grazie mille - per avanti .							[]
1043	995	Sono molto interessata a lavorare per la Vostra azienda e sono sicura di essere la persona adatta per questo lavoro : sono attenta , responsabile , mi piace il contatto con i clienti e sono in grado di fare qualunque cosa per avere questo lavoro .							[]
1044	996	Spero di ricevere presto una Vostra risposta .							[]
1045	997	Cordiali saluti , Maria Rossi							[]
1046	998	Michele Rossi ALI Strada Maggiore 27/b VIA DANTE ALIGHIERI 1234 Città X I - 42010 Reggio Emilia Paese X Italia Egregia ALI , Io sono Michele Rossi , ho studiato sull' Università Chattolica Università X a Città X sulle -unreadable - storia , storia dell' arte e pedagogia .	Chattolica	178.0	188.0		Cattolica		['TP', 'FP?']
1047	999	Io sono il perfetto uomo per questo posto di lavoro , perché la mia personalita e la mia esperienza è ottimo per fare questo lavoro .	personalita	68.0	79.0		personalità		['TP']
1048	1000	Mi piace molto fare -unreadable - con gli altri .							['FP']
1049	1001	Mentre studiavo sull' università -unreadable - nelle due dita : nella Galleria X e nel Studio X .							['FP']
1050	1002	Nella Galleria organizzavo programmi e manifestazione , cosi communicavo moltissimamente con i clienti e anche con -unreadable - della Galleria .	cosi	56.0	60.0		così		['FP?', 'FP?', 'FP?', 'FN']
1051	1002	Nella Galleria organizzavo programmi e manifestazione , cosi communicavo moltissimamente con i clienti e anche con -unreadable - della Galleria .	communicavo	61.0	72.0		comunicavo		['TP']
1052	1003	Il altro compito era che con il mio capo andavamo spesso sul mercato antiquariato , dove compravamo dipinti che potevamo restaurire e poi naturalmente possiamo vendere e sia nella galleria .							['FP']
1053	1004	-unreadable - -unreadable - che le altre gallerie quali dipinti per questo -unreadable - vendere .							['FP', 'FP', 'FP']
1054	1005	Nel Studio X vendevamo vestite che ha fatto Eva seguito la moda -unreadable- .							['FP']
1055	1006	Dopo l' università lavoravo nel Azienda X in call centre , dove parlavo molti con i clienti .							['FP', 'FP']
1056	1007	Finalmente vorrei chiedere il -unreadable - questo posto , quando devo iniziare il lavoro , giorno per giorno quanto tempo si bisogna lavorare -unreadable - -unreadable - e dove posso abitare , un affitto circa quanta costa , per quanto devo pagare per i merci ?							['FP', 'FP', 'FP']
1057	1008	-unreadable - è il stipendio ?							['FP']
1058	1009	Sto aspettando alla vostra risposta , Distinti saluti , Michele Rossi							[]
1059	1010	ALI - Agenzia Lavoro Interinale 03 marzo 2012 Via Dante Alighieri 40 I - 42010 Reggio emilia ITALIA Egregio Segretaria , ho letto con vivo interesse il vostro annuncio così vorrei candidarmi in questo lavoro .							['FP']
1060	1011	Vivo in Paese X a Città X .							[]
1061	1012	Tre anni fa ho fatto l' esame di maturità in un liceo bilingue .							[]
1062	1013	In quest' anno farà il mio lavoro di diploma come MR manager .							[]
1063	1014	Parlo due lingue .							[]
1064	1015	Parlo inglese e naturalmente italiano .							[]
1065	1016	2 anni fa ho fatto l' esame di lingua di tutti e due .							[]
1066	1017	Ho già una minima esperienza nel settore perchè tutte l' estate ho lavorato in una grande agenzia come una assistente .	perchè	41.0	47.0		perché		['TP']
1067	1018	Ho dovuto fare molte cose .							[]
1068	1019	Per esempio ho tenuto i contatti con i clienti italiani e anche inglesi così ho potuto praticare la lingua .							[]
1069	1020	E ancora ho dovuto assistere il personale n ufficio .							[]
1070	1021	Gli rivolgo allo scopo che ho qualche domanda .							[]
1071	1022	Vorrei qualce informazioni orario di lavoro .	qualce	7.0	13.0		qualche		['TP']
1072	1023	Questo lavore è fisso o no ?							['FP']
1073	1024	Se io posso lavorare qui , quando comincia il lavoro ?							[]
1074	1025	Ci arriviamo con il treno o con l' areo .							[]
1075	1026	Spero che possa aiutarmi .							[]
1076	1027	Aspetta la Vostra lettera .							[]
1077	1028	Cordiali saluti Maria Rossi Paese X Città X							[]
1078	1029	ALI-Agenzia Lavoro Interinale 2012/03/03 Via Dante Alighieri 40 I - 42010 Reggio emilia Italia Spettabile Azienda Lavoro Interinale , Sono Maria Rossi .							['FP', 'FP']
1079	1030	Ho ventuno anni , e ho finito la mia scuola .							[]
1080	1031	Ieri ho letto l' annuncio sul giornale , e penso che questo lavoro sarebbe perfetto per me .							[]
1081	1032	Prima di tutto vorrei commentare i requisti richiesti nell' annuncio , e vorrei presentare la mia esperienza lavorativa .							[]
1082	1033	Mi piace molto questo lavoro e penso che io posso tenere i contatti con i clienti e so come posso utilizzare i programmi informatici , perchè nella mia scuola ho avuto due lezione informatiche durante una settimana .	perchè	135.0	141.0		perché		['TP']
1083	1034	Nell' estate scorso ho lavorato in un supermercato come una assistente .							[]
1084	1035	Ho dovuto utilizzare i programmi informatici e ho dovuto fare i conti .							[]
1085	1036	Ho lavorato otto ore in un giorno e mi hanno dato 20 euro per un giorno .							[]
1086	1037	Alla fine vorrei sapere qualche informazione .							[]
1087	1038	Quanto dovrei lavorare , come è l' orario di lavoro ?							[]
1088	1039	Come posso ricevere questo lavoro ?							[]
1089	1040	Cordiali saluti Maria Rossi Maria Rossi Strada Maggiore 155 1234 Città X Paese X							[]
1090	1041	"Rossi Maria Strada Maggiore 24 1234 Città X Paese X Centro Culturale internazionale via dei Mille 48 17201 Alassio (SV ) Città X , 3 marzo 2012 Egregi signori , In riferimento al Vostro annuncio apparso a giornale """""""" Dolce Cucina """""""" vorrei chiedere informazioni del Vostro programma """""""" Serete di Cucina """""""" ."							['FP']
1091	1042	Prima di tutto mi interessebbero il prezzo del programma .							['FP']
1092	1043	Il prezzo contiene gli ingredenti della cena o devo portargli con me ?							['FP']
1093	1044	Vi prego di informarmi della data precisa degli incontri , perchè devo prenotare i biglitti del aereo .	perchè	59.0	65.0		perché		['TP', 'FP?']
1094	1044	Vi prego di informarmi della data precisa degli incontri , perchè devo prenotare i biglitti del aereo .	biglitti	83.0	91.0		biglietti		['TP']
1095	1045	Potreste raccommandermi un hotel o ostello dove posso prendere un alloggio e non è costoso tanto ?							['FP']
1096	1046	Devo informarvi di mia allergia di zucchero di latte .							[]
1097	1047	Secondo me è una importante informazione per Voi .							[]
1098	1048	É vero che c' è grande distanza tra la mia casa e vostro centro , ma sono innamorata di cucinare e dell' Italia e volentieri visito la Vostra paese ed i miei amici italiani .	É	0.0	1.0		È		['FN']
1099	1049	Mi interessa conoscere nuove persone e altre culture se anche devo viaggiare tanto .							[]
1100	1050	Sono in attesa di Vostro risposto .							[]
1101	1051	Vi prego di inviarmelo quanto primo .							[]
1102	1052	Grazie in anticipio .							['FP']
1103	1053	Distinti saluti : Maria Rossi							[]
1104	1054	Gentile Signore / Signora , Mi chiamo Michele .							[]
1105	1055	Sono un ragazzo aggettivo di nazionalità X .							[]
1106	1056	"Ho letto il vostro annuncio delle """""""" Serate di cucina internazionale """""""" e devo dire , che lo è stato molto interessante per me ."							[]
1107	1057	Infatti , questo è in intenzione per iscrivermi al primo ciclo .							[]
1108	1058	Uno sui sogni dei miei per provare cibi diversi di tutto il mondo , e secondo me , queste serate sono possibilità perfette per farlo .							[]
1109	1059	"Anche , io sono un cuoco della ristorante """""""" Tacchino Farcitto """""""" , e penso di portare ricetti , o almeno un piccolo pezzo di abitudine d' alimentazione dell' altri paese ."	Farcitto	53.0	61.0		Farcito		['FP?', 'FN']
1110	1060	Forse , dopo il primo ciclo porrò essere impegnato da tu , come un cuoco d' Paese X .							[]
1111	1061	Ma ho un po' di domanda , se mi risponderesti .							[]
1112	1062	Prima di tutto , voglio domandare del prezzo di questo programma .							[]
1113	1063	C' è un tipo di acconto per pagare ?							[]
1114	1064	Devo pagare per i ingredienti , o per le serate soltante ?							['FP']
1115	1065	Durante il primo ciclo , quali paesi saranno su tavola ?							[]
1116	1066	Perchè , se è un' altra persona d Paese X , non andrò .	Perchè	0.0	6.0		Perché		['TP']
1117	1067	Penso che sia inutile ai altri per mangiare due volte cibo aggettivo di nazionalità X .							[]
1118	1068	L' ultimo domanda è : Quando ci incontriamo con i altri durante il giorno del corso ?							[]
1119	1069	Per me le finesettimani sono libere , ma organizzerò il mio giorno modo ottimo .							['FP']
1120	1070	Aspetto la tua risposta .							[]
1121	1071	Con i distinti saluti , Michele Rossi							[]
1122	1072	Spet .							['FP']
1123	1073	Azienda , il mio nome è Michele Rossi , ho 30 anni e sono aggettivo di nazionalità X .							[]
1124	1074	Sono venuto in Italia 2 anni fa e da quel periodo abito a Roma , alla città eterna .							[]
1125	1075	Anche in Paese X avevo lavorato come stagista , invece siccome il paese avevano problemi economici , ho deciso di andare in un paese più ricco .							[]
1126	1076	Avendo letto l' annuncio sapevo che lo fosse scritto per me .							[]
1127	1077	Perchè secondo me sono abituato ai requisti richiesti .	Perchè	0.0	6.0		Perché		['TP']
1128	1078	Per esempio anche nel passato quando ero stagista in Città X , sempre facevo amicizie con i clinti , anzi anche adesso parlo con alcuni di loro .	clinti	92.0	98.0		clienti		['TP']
1129	1079	Altro motivo per cui vorrei lavorare da Loro il fatto che da piccolo volevo essere stagista cioè ho studiato anche all' universita per essere questo .	universita	120.0	130.0		università		['TP']
1130	1080	Invece in Italia finora non avevo la possibilità di lavorare in un ufficio come stagista .							[]
1131	1081	Avevo una vità libera , senza lavoro .							['FP']
1132	1082	Mi mantenevo dai soldi che avevo ricevuto in Paese X .							[]
1133	1083	Aspetto la Loro risposta .							[]
1134	1084	Distinti Saluti 2012 .03.03 .							[]
1135	1085	Via delle fontane							[]
1136	1086	Michele Rossi Strada Maggiore 42 12345 Città X Paese X Città X , 12 ottobre 20120 ALI - Agenza Lavoro Interinale Spettabile Ufficio , Sto scrivendo in risposta alla Vostra inserzione apparsa su Corriere della Sera .							['FP']
1137	1087	Mi permetto di presentare l' impegno in questione .							[]
1138	1088	Ho 23 anni , coniugato con due figli .							[]
1139	1089	Mi sono laureato in economice presso l' università di Città Y nel 1982 .							['FP']
1140	1090	Adesso lavoro come addetto alla esportazione .							[]
1141	1091	Conosco perfettamente l' italiano , l' inglese e lo spagnolo .							[]
1142	1092	Ho una completta conoscenza dei affari economici , avendo ripetutamente lavorato in Italia .	completta	7.0	16.0		completa		['TP']
1143	1093	Sarei interessato a conoscere nei dattagli che cosa comportarebbero la registrazione del lavoro .							['FP', 'FP']
1144	1094	Quando sarebbe la data d' inizio dello stage ?							[]
1145	1095	Nella speranza che la mia domanda venga accoltata favorevolmente e che mi venga accortata l' onore di un colloquio i miei migliori saluti .							['FP', 'FP']
1146	1096	Rossi P.S.							[]
1147	1097	Allegato Curriculum Vitae							[]
1148	1098	Maria Rossi Strada Maggiore 20 12345 Città X Germania ditta : Giorgio Armani Via Borgonuovo , 21 20121 Milano Spettabile Direzione del Personale , scrivo in riferimento nel Vostro annuncio che ho letto in un giornale .							['FP']
1149	1099	Quest' anno faccio l' esame di maturità e dopo vorrei andare all' univerista per studiare giornalismo di moda .	univerista	66.0	76.0		università		['TP']
1150	1100	Per questo devo fare uno stage in un negozio di moda .							[]
1151	1101	Mi piacerebbe di fare questo stage da Voi perché sono anche interessata di migliorare il mio italiano .							[]
1152	1102	In Germania ho già lavorato in un negozio di moda e per questo so cosa mi aspetterà da Voi e anche come si tratta i clienti .							[]
1153	1103	Mi piace fare lo sport incontrare gli amici e lavorare in gruppi . Anche la moda mi interessa molto e per questo mi piacerebbe di lavorare da voi così che posso fare la mia passione e il mio lavoro insieme .							[]
1154	1104	E so la lingua italiana così bene che non c' è problema di lavorare in Italia .							[]
1155	1105	Vi ringrazio fin d' ora per la disponsabilità che vorrete accordarmi e porgo i miei più cordiali saluti Città X ,11/05/2010 Maria Rossi							['FP']
1156	1106	Maria Rossi Strada Maggiore 19 12345 Città X Germania Giorgio Armani moda Via Borgonuovo , 21 20121 Milano Spettabile direzione del personale , vi scrivo in riferimento al vostro annuncio che ha pubblicato nel giornale di moda ieri .							['FP']
1157	1107	Io ho 18 anni e fanno la mia maturità in quest' anno .							[]
1158	1108	Dopo questo voglio fare qualcosa creativa con moda per questo sono molto interessata in fare uno stage alla vostra ditta .							[]
1159	1109	Sono libero per lavorare dal 01/07/2010 al 31/08/2010 .							[]
1160	1110	Nel mio tempo libero amo incontrare gli amici , fare lo shopping e leggere .							[]
1161	1111	Anche sono molto interessato nella moda italiana e come viene prodotto e per questo uno stage alla vostra ditta sembra essere molto buone per me .							[]
