SentenceID	Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct
2351	Odpolodne chtěl bych podnikat vylet , napřiklad v přirodě nebo na navštěvu na nějakem zámku nebo hradu ; v Čechách , tam jsou všude zámky a hrady , ne ?	Odpolodne	0	9		Odpoledne	
2352	Také byl bych rád , kdybychom vařeli navečer ; já rádě vařim , tak to bylo by super !						
2353	Tak , to ještě musíte vědět ?						
2354	Učím češtinu asi tři semestry na univerzitě , také znám češtinu mnozi let , protože mám rodinu v Čechách .						
2355	Proto učim češtinu , abych mohl se bavit s mou prarodičy .						
2356	Měj se hezky , David P.S. Mám ještě dva otázky : Poprve , jestli je možný , že dostám stipendiu pro tento kurz ( nemám hodně peníze ) .						
2357	A konečně , kolik stoji kniha kurzy .						
2358	Děkuji .						
2359	Ahoj Kateřino Hořejšová , chci ti moc poděkovat za rychlou odpověď !						
2360	Už jsem myslet o termínech kurzů a byl bych moc rád , kdybych můzu být účastníkem v září .						
2361	Já se učím česky asi rok a mám úroveň A2 Chci procvičovat zvláště komunikaci a další chci se moc učít něco nového o gramatice , napřiklad : pasivum .	učít	97	101		učit	
2362	Potřebuju ubytování , ale chci bydlet sam .						
2363	Znáš nějaký privátní penzion nebo kolej s jednolůžkými pokoji v Perníku nebo vedle Perníku ?						
2364	S radosti bud se účastnit na odpolední program .						
2365	Mám rád vařit společně a mám rád cestovat a jet na výlet .						
2366	Nabízíte treba výlet na Lidici do muzea/pamětního místa ?	treba	9	14		třeba	
2367	A taký byl bych rád , kdyby bychom spolu jet na jezero nebo na pláž , bude to možna ?						
2368	Na konec chci vědět , jestli znáš , kýdž existujé nejaká organizace , která nabízet stipendium na tenhle kurz ?						
2369	Se srdečným pozdravem Martin Novák P.S. : Jaké učebnici potřebuju na kurz a kde můzu koupit vše materialy ?	můzu	80	84		můžu	
2370	Ahoj Jano , dekuji Ti mnohokrát za tvůj emaly .	dekuji	12	18		děkuji	
2370	Ahoj Jano , dekuji Ti mnohokrát za tvůj emaly .	tvůj	35	39		Tvůj	
2370	Ahoj Jano , dekuji Ti mnohokrát za tvůj emaly .	emaly	40	45		e-mail	
2371	Teď jsem zkoušky taky .						
2372	Odtud jsem moc práce .						
2373	Ale mám čas v březne .						
2374	a těším se na naše setkaní .	a	0	1		A	
2374	a těším se na naše setkaní .	setkaní	19	26		setkání	
2375	Jsem rada trávit cely vikend v Praze a prohlédnout si staře město .	rada	5	9		ráda	
2375	Jsem rada trávit cely vikend v Praze a prohlédnout si staře město .	cely	17	21		celý	
2375	Jsem rada trávit cely vikend v Praze a prohlédnout si staře město .	vikend	22	28		víkend	
2375	Jsem rada trávit cely vikend v Praze a prohlédnout si staře město .	staře	54	59		Staré	
2375	Jsem rada trávit cely vikend v Praze a prohlédnout si staře město .	město	60	65		Město	
2376	Mám otazku , jak zastihám tvoje byt ?	otazku	4	10		otázku	
2377	Kdy bydlíš a pojedu jakem metrem .	jakem	20	25		jakým	
2378	Kolik stojí jízdenku ?						
2379	Doufám , že pomáháš mě .						
2380	Jinak máš přáni na těbe narození ?	přáni	10	15		přání	
2380	Jinak máš přáni na těbe narození ?	těbe	19	23		Tebe	
2381	A potřebuješ nějaky .	nějaky	13	19		nějaký	
2382	Těším se na party .						
2383	Máte heské čas v Italie a požívate dobrou pocasí .	heské	5	10		hezké	
2383	Máte heské čas v Italie a požívate dobrou pocasí .	Italie	17	23		Itálii	
2383	Máte heské čas v Italie a požívate dobrou pocasí .	pocasí	42	48		počasí	
2384	Italie je moc heský , už byla jsem tam minuly rok .	Italie	0	6		Itálie	
2384	Italie je moc heský , už byla jsem tam minuly rok .	heský	14	19		hezká	
2384	Italie je moc heský , už byla jsem tam minuly rok .	minuly	39	45		minulý	
2385	Zvadríš všechny a hlavny Petr .						
2386	Měj se heský Sabine	heský	7	12		hezky	
2387	Všude dobře , doma nejlépe Myslel jsem tak celý můj život .						
2388	Cestoval jsem mockrát .						
2389	byl jsem už ve Špaňelsku , v Řecku , v Africe , v Italii , Anglii , České republice .	Špaňelsku	15	24		Španělsku	
2389	byl jsem už ve Špaňelsku , v Řecku , v Africe , v Italii , Anglii , České republice .	Italii	50	56		Itálii	
2390	Teď jsem zase v Německu , přestěhoval jsem se tady v roce 2007 .						
2391	Co znamená jednak doma ?						
2392	Vždycky jsem myslel , že doma u rodičů je nejlepe .	nejlepe	42	49		nejlépe	
2393	Po každe cestě jsem byl unavěný a jsem byl rád , že doma je těple jídlo a něco k pití .	každe	3	8		každé	
2393	Po každe cestě jsem byl unavěný a jsem byl rád , že doma je těple jídlo a něco k pití .	unavěný	24	31		unavený	
2393	Po každe cestě jsem byl unavěný a jsem byl rád , že doma je těple jídlo a něco k pití .	těple	60	65		teplé	
2394	Ale to neznamená , že je to dům , nebo co myslíte ?						
2395	Dom to je radost , to je laska a zodpovědnost .	Dom	0	3		Dům	
2395	Dom to je radost , to je laska a zodpovědnost .	laska	25	30		láska	
2396	Mám na to názor , že všude dobře tam , kde jsou dobří lide .	lide	54	58		lidé	
2397	To znamená pro mě dům .						
2398	Na záčatku , když jsem přestěhoval do Německa , že budu se cítit jako cízinec .	záčatku	3	10		začátku	
2398	Na záčatku , když jsem přestěhoval do Německa , že budu se cítit jako cízinec .	cízinec	70	77		cizinec	
2399	Jsem doma .						
2400	Ikdyž moji rodiče a bratr jsou daleko , mám tady v Greifswaldu dům .						
2401	Všude dobře , nejlépe doma - každy , kdo tak řiká má pravdu , jenom snažím se nezapomnout , že dům to já a všechní , kteréch miluju a mám s ními pocit bezečí .	každy	29	34		každý	
2401	Všude dobře , nejlépe doma - každy , kdo tak řiká má pravdu , jenom snažím se nezapomnout , že dům to já a všechní , kteréch miluju a mám s ními pocit bezečí .	řiká	45	49		říká	
2401	Všude dobře , nejlépe doma - každy , kdo tak řiká má pravdu , jenom snažím se nezapomnout , že dům to já a všechní , kteréch miluju a mám s ními pocit bezečí .	nezapomnout	78	89		nezapomenout	
2401	Všude dobře , nejlépe doma - každy , kdo tak řiká má pravdu , jenom snažím se nezapomnout , že dům to já a všechní , kteréch miluju a mám s ními pocit bezečí .	ními	140	144		nimi	
2402	Možna chceté vědet jak to udělat ?	Možna	0	5		Možná	
2402	Možna chceté vědet jak to udělat ?	chceté	6	12		chcete	
2402	Možna chceté vědet jak to udělat ?	vědet	13	18		vědět	
2403	Být človekem a nebýt jen sobecký .	človekem	4	12		člověkem	
2404	Myslím , že všechno dobré , ktére uděláte , vratí se vám za nějaky čas .	ktére	28	33		které	
2404	Myslím , že všechno dobré , ktére uděláte , vratí se vám za nějaky čas .	vratí	44	49		vráti	
2404	Myslím , že všechno dobré , ktére uděláte , vratí se vám za nějaky čas .	nějaky	60	66		nějaký	
2405	Trplivost růze nosí - tak jen třeba čekat .	Trplivost	0	9		Trpělivost	
2405	Trplivost růze nosí - tak jen třeba čekat .	růze	10	14		růže	
2406	Je to taky možní , že už určitě víte , kde je váš dům .						
2407	Ja teď vím , že on je vždy se mnou .	Ja	0	2		Já	
2408	Dům to není prostor , to jsou skučeností , ktérých vám přeju moc v životě .	ktérých	43	50		které	
2409	Na ulici určitě potkáte bezdomovce , které poprosí o peníze .						
2410	Ale na druhé straně na ulici jsou obchody , které prodávají luxorní věci .						
2411	Myslím si , že peníze jsou základí věc pro naše život , a proto potřebujeme práci .	základí	27	34		základní	
2412	Když chceme žít luxurně , potřebujeme vydělávat hodně peněz .						
2413	Teď jsem studentka tak nevydělám peníze skoro nic .						
2414	Udělala jsem brigádu , ale vydělala jsem málo .						
2415	Díky svém rodičům můžu žít a studovat spokojeně .						
2416	Několik kamarádů chtělo studovat v zahraničí ale potřebovalo hodně peněz .						
2417	A proto udělali mnoho brigádu a nakonec splnili svůj sen. Já taky udělala brigádu abych si koupila hezké drahé šaty .						
2418	To je těžké žít bez zábavní .						
2419	Vždycky člověk chce něco , a proto potřebujeme peníze .						
2420	To je život a to je těžké žit jenom s základním věcí , třeba jenom s chleby a vodou , aspoň žijeme ve městě .	žit	26	29		žít	
2421	To je ideální žít bez starosti a jak chceme .						
2422	Ale to je těžké bez peněz .						
2423	A proto mnoho lidí pracujou , aby vydělali peníze a žili spokojeně .						
2424	Bez práce jsou žádné peníze .						
2425	Takže , souhlasím s tím příslovím , že """" Bez práce nejsou koláče """" .						
2426	"""" V nouzi poznáš přítele """" ?						
2427	- Tomu jsem nikdy nevěřil .						
2428	Ale loni se změnilo všechno , když jsem byl na Slovensku ... V létě roku 2010 jsem cestoval sám po Slovensku : Byl jsem teprvé v Bratislavě , potom v Košicích a na konci v Tatrech .	teprvé	120	126		nejprve	
2429	Byla jedna z nejkrásnějších cest ve svém životě .						
2430	Města na Slovensku jsou krásná , jídla jsou dobrá a Slováci jsou moc milí .						
2431	Na konci své cesty dělal jsem turistiku v Tatrech .						
2432	Mám radost být sám a chodit v lesu .						
2433	A ty lesy v Tatrech jsou velké ... příliš velké .						
2434	Jednoho dne jsem v lesu strátil orientace .	strátil	24	31		ztratil	
2435	Nevěděl jsem vůbec , kde jsem byl .						
2436	Chodil jsem celý den po lesu , ale nenašel jsem cestu zpátky .						
2437	Musel jsem spát dvě noci v lesu , jenom ve svém spacáku .						
2438	Neměl jsem ani vodu , ani jídlo , ale měl jsem velký strach !						
2439	Třetí den setkal jsem starého muže , který bydlel v malé chalupě v lesu .						
2440	On mi dál jídlo a postel , a já jsem mu pomáhal celý týden v domácnosti .	dál	6	9		dal	
2441	Kazdý večer jsme seděli dlouho před chatou a koukali jsme spolu na přírodě .	Kazdý	0	5		Každý	
2442	Takovým spůsobem jsem našel nového kamaráda - anebo přítele v nouzi !						
2443	Mnoho příslovích o jídlu existuje .						
2444	Jedno z nich je třeba """" Bez práce nejsou koláče """" .						
2445	Líbí se mi toto přísloví , protože v japonštině taky existuje takové přísloví , které vyjádří skoro stejný význam , ale tam není konkretní vyjádření jako koláč .	konkretní	129	138		konkrétní	
2446	V japonštině se říká , """" Člověk , který nepracuje , nemá jíst """" .						
2447	Myslím , že japonské je lehčí rozumět tomu , co to znamená než české , ale není moc zajímavé .						
2448	Když jsem se učila toto přísloví , přemýšlela jsem , proč tam je """" koláč """" , jestli koláč je nejoblíbenější jídlo pro Čechy apod .						
2449	Baví se mi taky přemýšlení o tom , že kdyby v japonštině vyjadřil to přísloví něčím konkretnim , co by tam bylo , třeba rýže nebo ryba .	vyjadřil	57	65		vyjádřili	
2449	Baví se mi taky přemýšlení o tom , že kdyby v japonštině vyjadřil to přísloví něčím konkretnim , co by tam bylo , třeba rýže nebo ryba .	konkretnim	84	94		konkrétním	
2450	Je to jasné , co znamená """" Bez práce nejsou koláče """" .						
2451	Znamená to , že člověk , který nepracuje , nemůže dostat peníze , a proto nemůže jíst nic .						
2452	A taky možná může říct , že člověk nemá být líný a musí pracovat , aby žil .						
2453	Toto přísloví není moc zvláštní .						
2454	Myslím , že je to obyčejný a normální , ale na rozdíl od vyjádření japonštiny a češtiny , je to pro mě vtipné přísloví .						
2455	"""" Bez práce nejsou kolače """" to je jedno z mnoha starých a moudrých českých příslovích .	kolače	19	25		koláče	
2456	Co přesně nám ale chce říct ?						
2457	Toto příslový ma praktický """" využítí skoro všude.Už od našeho dětčtví , když jsme chodili do skoly , tak aby jsme potesili nase rodiče , sami sebe mozná i některé známí tak jsme se hodně snážili a učili abychom měli ty nejlepší známky .	příslový	5	13		přísloví	
2457	Toto příslový ma praktický """" využítí skoro všude.Už od našeho dětčtví , když jsme chodili do skoly , tak aby jsme potesili nase rodiče , sami sebe mozná i některé známí tak jsme se hodně snážili a učili abychom měli ty nejlepší známky .	ma	14	16		má	
2457	Toto příslový ma praktický """" využítí skoro všude.Už od našeho dětčtví , když jsme chodili do skoly , tak aby jsme potesili nase rodiče , sami sebe mozná i některé známí tak jsme se hodně snážili a učili abychom měli ty nejlepší známky .	využítí	29	36		využití	
2457	Toto příslový ma praktický """" využítí skoro všude.Už od našeho dětčtví , když jsme chodili do skoly , tak aby jsme potesili nase rodiče , sami sebe mozná i některé známí tak jsme se hodně snážili a učili abychom měli ty nejlepší známky .	dětčtví	62	69		dětství	
2457	Toto příslový ma praktický """" využítí skoro všude.Už od našeho dětčtví , když jsme chodili do skoly , tak aby jsme potesili nase rodiče , sami sebe mozná i některé známí tak jsme se hodně snážili a učili abychom měli ty nejlepší známky .	skoly	93	98		školy	
2457	Toto příslový ma praktický """" využítí skoro všude.Už od našeho dětčtví , když jsme chodili do skoly , tak aby jsme potesili nase rodiče , sami sebe mozná i některé známí tak jsme se hodně snážili a učili abychom měli ty nejlepší známky .	potesili	114	122		potěšili	
2457	Toto příslový ma praktický """" využítí skoro všude.Už od našeho dětčtví , když jsme chodili do skoly , tak aby jsme potesili nase rodiče , sami sebe mozná i některé známí tak jsme se hodně snážili a učili abychom měli ty nejlepší známky .	nase	123	127		naše	
2457	Toto příslový ma praktický """" využítí skoro všude.Už od našeho dětčtví , když jsme chodili do skoly , tak aby jsme potesili nase rodiče , sami sebe mozná i některé známí tak jsme se hodně snážili a učili abychom měli ty nejlepší známky .	mozná	147	152		možná	
2457	Toto příslový ma praktický """" využítí skoro všude.Už od našeho dětčtví , když jsme chodili do skoly , tak aby jsme potesili nase rodiče , sami sebe mozná i některé známí tak jsme se hodně snážili a učili abychom měli ty nejlepší známky .	snážili	187	194		snažili	
2458	Jejích usměv nám delal radost .	usměv	7	12		úsměv	
2458	Jejích usměv nám delal radost .	delal	17	22		dělal	
2459	Později v zivotě , už to ne delame tak pro ty ostatní ale vice pro nase potěšení .	zivotě	10	16		životě	
2459	Později v zivotě , už to ne delame tak pro ty ostatní ale vice pro nase potěšení .	ne	25	27		neděláme	
2459	Později v zivotě , už to ne delame tak pro ty ostatní ale vice pro nase potěšení .	delame	28	34		neděláme	
2459	Později v zivotě , už to ne delame tak pro ty ostatní ale vice pro nase potěšení .	vice	58	62		více	
2459	Později v zivotě , už to ne delame tak pro ty ostatní ale vice pro nase potěšení .	nase	67	71		naše	
2460	Byli by jsme blázni kdybychom jsme se na to taky nepodívalí z více praktický stránky .	nepodívalí	49	59		nepodívali	
2461	Ten kdo se více snáží , ten kdo víc prácuje ten nejspíš bude taky rýchléji a více odměněn Koláč v tuto chvili představuje penize , jedno dobré jmeno a dobrou pracovní pozici .	snáží	16	21		snaží	
2461	Ten kdo se více snáží , ten kdo víc prácuje ten nejspíš bude taky rýchléji a více odměněn Koláč v tuto chvili představuje penize , jedno dobré jmeno a dobrou pracovní pozici .	prácuje	36	43		pracuje	
2461	Ten kdo se více snáží , ten kdo víc prácuje ten nejspíš bude taky rýchléji a více odměněn Koláč v tuto chvili představuje penize , jedno dobré jmeno a dobrou pracovní pozici .	rýchléji	66	74		rychleji	
2461	Ten kdo se více snáží , ten kdo víc prácuje ten nejspíš bude taky rýchléji a více odměněn Koláč v tuto chvili představuje penize , jedno dobré jmeno a dobrou pracovní pozici .	chvili	103	109		chvíli	
2461	Ten kdo se více snáží , ten kdo víc prácuje ten nejspíš bude taky rýchléji a více odměněn Koláč v tuto chvili představuje penize , jedno dobré jmeno a dobrou pracovní pozici .	penize	122	128		peníze	
2461	Ten kdo se více snáží , ten kdo víc prácuje ten nejspíš bude taky rýchléji a více odměněn Koláč v tuto chvili představuje penize , jedno dobré jmeno a dobrou pracovní pozici .	jmeno	143	148		jméno	
2462	Mozná se řika , že penize neznamenájy , nebo nemusej znamenat radost á štastnej život ale ja věrím tomu , źe je lepší ty penize mit a nepotřebovát je než je nemit a potrebovat je .	Mozná	0	5		Možná	
2462	Mozná se řika , že penize neznamenájy , nebo nemusej znamenat radost á štastnej život ale ja věrím tomu , źe je lepší ty penize mit a nepotřebovát je než je nemit a potrebovat je .	řika	9	13		říká	
2462	Mozná se řika , že penize neznamenájy , nebo nemusej znamenat radost á štastnej život ale ja věrím tomu , źe je lepší ty penize mit a nepotřebovát je než je nemit a potrebovat je .	penize	19	25		peníze	
2462	Mozná se řika , že penize neznamenájy , nebo nemusej znamenat radost á štastnej život ale ja věrím tomu , źe je lepší ty penize mit a nepotřebovát je než je nemit a potrebovat je .	neznamenájy	26	37		neznamenají	
2462	Mozná se řika , že penize neznamenájy , nebo nemusej znamenat radost á štastnej život ale ja věrím tomu , źe je lepší ty penize mit a nepotřebovát je než je nemit a potrebovat je .	á	69	70		a	
2462	Mozná se řika , že penize neznamenájy , nebo nemusej znamenat radost á štastnej život ale ja věrím tomu , źe je lepší ty penize mit a nepotřebovát je než je nemit a potrebovat je .	štastnej	71	79		šťastný	
2462	Mozná se řika , že penize neznamenájy , nebo nemusej znamenat radost á štastnej život ale ja věrím tomu , źe je lepší ty penize mit a nepotřebovát je než je nemit a potrebovat je .	ja	90	92		já	
2462	Mozná se řika , že penize neznamenájy , nebo nemusej znamenat radost á štastnej život ale ja věrím tomu , źe je lepší ty penize mit a nepotřebovát je než je nemit a potrebovat je .	věrím	93	98		věřím	
2462	Mozná se řika , že penize neznamenájy , nebo nemusej znamenat radost á štastnej život ale ja věrím tomu , źe je lepší ty penize mit a nepotřebovát je než je nemit a potrebovat je .	źe	106	108		že	
2462	Mozná se řika , že penize neznamenájy , nebo nemusej znamenat radost á štastnej život ale ja věrím tomu , źe je lepší ty penize mit a nepotřebovát je než je nemit a potrebovat je .	penize	121	127		peníze	
2462	Mozná se řika , že penize neznamenájy , nebo nemusej znamenat radost á štastnej život ale ja věrím tomu , źe je lepší ty penize mit a nepotřebovát je než je nemit a potrebovat je .	mit	128	131		mít	
2462	Mozná se řika , že penize neznamenájy , nebo nemusej znamenat radost á štastnej život ale ja věrím tomu , źe je lepší ty penize mit a nepotřebovát je než je nemit a potrebovat je .	nepotřebovát	134	146		nepotřebovat	
2462	Mozná se řika , že penize neznamenájy , nebo nemusej znamenat radost á štastnej život ale ja věrím tomu , źe je lepší ty penize mit a nepotřebovát je než je nemit a potrebovat je .	nemit	157	162		nemít	
2462	Mozná se řika , že penize neznamenájy , nebo nemusej znamenat radost á štastnej život ale ja věrím tomu , źe je lepší ty penize mit a nepotřebovát je než je nemit a potrebovat je .	potrebovat	165	175		potřebovat	
2463	Je duležité v životě se snážit a pilně pracovat .	duležité	3	11		důležité	
2463	Je duležité v životě se snážit a pilně pracovat .	snážit	24	30		snažit	
2464	Potom si můžete užít to co jste si zasloužil , ten teplej , voňovéj a sladkej kolač , do ktereho všichny se chteji """" zakousnout """" .	voňovéj	60	67		voňavý	
2464	Potom si můžete užít to co jste si zasloužil , ten teplej , voňovéj a sladkej kolač , do ktereho všichny se chteji """" zakousnout """" .	kolač	78	83		koláč	
2464	Potom si můžete užít to co jste si zasloužil , ten teplej , voňovéj a sladkej kolač , do ktereho všichny se chteji """" zakousnout """" .	ktereho	89	96		kterého	
2464	Potom si můžete užít to co jste si zasloužil , ten teplej , voňovéj a sladkej kolač , do ktereho všichny se chteji """" zakousnout """" .	všichny	97	104		všichni	
2464	Potom si můžete užít to co jste si zasloužil , ten teplej , voňovéj a sladkej kolač , do ktereho všichny se chteji """" zakousnout """" .	chteji	108	114		chtějí	
2465	Prostě bez práce nejsou koláče .						
2466	Milá Evo , Moc děkují Tě za pozvani , určitě přijedeme s manželem na svátek .	pozvani	28	35		pozvání	
2467	Chtěla bych zeptát kdy a kde budeme slavit Tve narozeniny ?	zeptát	12	18		zeptat	
2467	Chtěla bych zeptát kdy a kde budeme slavit Tve narozeniny ?	Tve	43	46		Tvé	
2468	Protože ještě musím koupit jizdenky na vlak .	jizdenky	27	35		jízdenky	
2469	Také prosím napíš mě , zda přijede tva sestra Julie Už jsem jí dlouho neviděla .	tva	35	38		Tvá	
2470	A tam také budou jin naši kamarady ?	jin	17	20		jiní	
2470	A tam také budou jin naši kamarady ?	kamarady	26	34		kamarádi	
2471	Teši mě na tvou odpověd .	Teši	0	4		Těším	
2471	Teši mě na tvou odpověd .	odpověd	16	23		odpověď	
2472	Pozdrav svých manžěla a dceru .	manžěla	14	21		manžela	
2473	Tva Kateřina	Tva	0	3		Tvá	
2474	Popisují fotografie a odpovím na otázky .						
2475	Na tento fotografíe je hezka rodina .	fotografíe	9	19		fotografii	
2475	Na tento fotografíe je hezka rodina .	hezka	23	28		hezká	
2476	To jsou otec a syn .						
2477	Oni jsou na moře na vyjletě .	vyjletě	20	27		výletě	
2478	Myslí , že tento rodina bydli ve velkem městě , miluji pryrodu a jezdi se za čerstvem vzduchem .	bydli	24	29		bydlí	
2478	Myslí , že tento rodina bydli ve velkem městě , miluji pryrodu a jezdi se za čerstvem vzduchem .	velkem	33	39		velkém	
2478	Myslí , že tento rodina bydli ve velkem městě , miluji pryrodu a jezdi se za čerstvem vzduchem .	pryrodu	55	62		přírodu	
2478	Myslí , že tento rodina bydli ve velkem městě , miluji pryrodu a jezdi se za čerstvem vzduchem .	jezdi	65	70		jezdí	
2478	Myslí , že tento rodina bydli ve velkem městě , miluji pryrodu a jezdi se za čerstvem vzduchem .	čerstvem	77	85		čerstvým	
2479	Oni tam relaxuji a odpočívaji od urbanizace .	relaxuji	8	16		relaxují	
2479	Oni tam relaxuji a odpočívaji od urbanizace .	odpočívaji	19	29		odpočívají	
2480	Oni nemají na sobě hodně oblečeni .	oblečeni	25	33		oblečení	
2481	Otěc citi se skvěle proto že věnuje se sobě a svemu synu .	Otěc	0	4		Otec	
2481	Otěc citi se skvěle proto že věnuje se sobě a svemu synu .	citi	5	9		cítí	
2481	Otěc citi se skvěle proto že věnuje se sobě a svemu synu .	proto	20	25		protože	
2481	Otěc citi se skvěle proto že věnuje se sobě a svemu synu .	že	26	28		protože	
2481	Otěc citi se skvěle proto že věnuje se sobě a svemu synu .	svemu	46	51		svému	
2482	Syn cití se dobře , také .						
2483	Oni ne řikaji níc proto že relaxuji .	ne	4	6		neříkají	
2483	Oni ne řikaji níc proto že relaxuji .	řikaji	7	13		neříkají	
2483	Oni ne řikaji níc proto že relaxuji .	níc	14	17		nic	
2483	Oni ne řikaji níc proto že relaxuji .	proto	18	23		protože	
2483	Oni ne řikaji níc proto že relaxuji .	že	24	26		protože	
2483	Oni ne řikaji níc proto že relaxuji .	relaxuji	27	35		relaxují	
2484	Myslim že roční obdobi je leto , že moře je teple .	Myslim	0	6		myslím	
2484	Myslim že roční obdobi je leto , že moře je teple .	obdobi	16	22		období	
2484	Myslim že roční obdobi je leto , že moře je teple .	leto	26	30		léto	
2484	Myslim že roční obdobi je leto , že moře je teple .	teple	44	49		teplé	
2485	Ahoj Jano !						
2486	Chtěla bych jsem poděkovat tě , že pozvala mi na oslavu svých narozenin .						
2487	A protože chtela bych jsem zeptat se kde budeš oslavovat narozeniny ?	chtela	10	16		chtěla	
2488	Na jaky čas potřebuju přijít ?						
2489	Kdo jeste bude na tvých narozeninach jako host ?						
2490	Checam na tvůj dopis .	Checam	0	6		Čekám	
2491	Tva Marie						
2492	Na te fotografie jsou otec a jeho syn , kteří odpočivaji na moře v Krymu .	odpočivaji	46	56		odpočívají	
2493	Prijedlí jsou , protože otec maji dovolenu a chtel navštěvovat svého bratra , jaky pracuje tady už dlouho .	Prijedlí	0	8		Přijeli	
2493	Prijedlí jsou , protože otec maji dovolenu a chtel navštěvovat svého bratra , jaky pracuje tady už dlouho .	chtel	45	50		chtěl	
2494	Na sobě otec a syn maji někí mořskí šaty .	maji	19	23		mají	
2494	Na sobě otec a syn maji někí mořskí šaty .	někí	24	28		nějaké	
2494	Na sobě otec a syn maji někí mořskí šaty .	mořskí	29	35		mořské	
2495	Je velmi veseli , protože syn prvně jě na moři .	jě	36	38		je	
2496	Syn smají se a hovoří jak mu je bodře .						
2497	Obdobi je pěty roční .	Obdobi	0	6		Období	
2497	Obdobi je pěty roční .	pěty	10	14		pěti	
2498	Ahoj Evo , Vitám té z narozeninamy a děkuji za pozvani na oslavu .	Vitám	11	16		Vítám	
2498	Ahoj Evo , Vitám té z narozeninamy a děkuji za pozvani na oslavu .	pozvani	47	54		pozvání	
2499	Přeji te šťasťe a hodně peniz :) a ovšem být taký hezký a dál .	šťasťe	9	15		štěstí	
2499	Přeji te šťasťe a hodně peniz :) a ovšem být taký hezký a dál .	peniz	24	29		peněz	
2500	Mohou se zeptat kde bude oslava tvých narozenin .	Mohou	0	5		Mohu	
2501	- ambiguous - , že chtela by ses setkat v oblibenějsi restaurace , kde je chutně černe pivo :) ) Budu na prace do šest hodin večer .	restaurace	54	64		restauraci	
2501	- ambiguous - , že chtela by ses setkat v oblibenějsi restaurace , kde je chutně černe pivo :) ) Budu na prace do šest hodin večer .	chutně	74	80		chutné	
2502	Kolik hodin chtela býs začat oslavu ?	začat	23	28		začít	
2503	Pozvala jsi Martina a Lukáše ?						
2504	Kdo jsou dalši hosty ?						
2505	Zapoměla jsem zaptat na jaký darek jsi dostala od manžela ?	zaptat	14	20		zeptat	
2506	Myslím autičko :) ?						
2507	Těší se na setkani .	Těší	0	4		Těším	
2508	Uvidime večer .						
2509	Hezký den .						
2510	Kateřina						
2511	Vidiš ta fotografii ?						
2512	Jsou to můji manžel a má dcera .						
2513	V lone v lete jsme dovolenou na moři v Krymu .	lete	9	13		létě	
2514	Jaká hezká byla počasí !						
2515	Bylo to slůnečno a teplo a proto jsme neměli nejakú obleků .	slůnečno	8	16		slunečno	
2515	Bylo to slůnečno a teplo a proto jsme neměli nejakú obleků .	nejakú	45	51		nějakou	
2516	Dcera se neumila koupat , proto manžel chtel by učit jí .	neumila	9	16		neuměla	
2516	Dcera se neumila koupat , proto manžel chtel by učit jí .	chtel	39	44		chtěl	
2517	Ale dcera nechtela studovat a jenom chtela hrát u vodé .	nechtela	10	18		nechtěla	
2517	Ale dcera nechtela studovat a jenom chtela hrát u vodé .	chtela	36	42		chtěla	
2518	A bylo to veseló pro nás .						
2519	Máme hodne zaimavých fotografii z dovoleny .	hodne	5	10		hodně	
2519	Máme hodne zaimavých fotografii z dovoleny .	zaimavých	11	20		zajímavých	
2520	Po dovoleně jsme měli hezký .	hezký	22	27		hezky	
2521	Muslím , že pojideme v července do Kryma také .	Muslím	0	6		Myslím	
2522	Nevím proč lidi jidou do cízích zemí kdy máme krasné přirodou na Ukrajini .	přirodou	53	61		přírodu	
2523	Dobrý den , Julie .						
2524	Dekuju moc za pozvaní .	Dekuju	0	6		Děkuju	
2524	Dekuju moc za pozvaní .	pozvaní	14	21		pozvání	
2525	Jsem moc rad , že ty nás pozvala oslavovat tvoji naroženiny .	rad	9	12		rád	
2526	Přijdu s přýtelkyní Je to fajn ?	přýtelkyní	9	19		přítelkyní	
2527	Chtěl zadat otazky .						
2528	Budemé hrát na kitarý ?	Budemé	0	6		Budeme	
2529	Budemé hrát fotbal nebo ping-po Kdy a kde budeme oslavovat tvojí narozeniny ?	Budemé	0	6		Budeme	
2530	Znám velmi dobře cafe v centru města , kde bychom oslavili tvojí narozeniny .						
2531	A kdo ještě budé na narozeninach ?						
2532	Tvoji kamaradkí Eva a Kateřina ?						
2533	Děkuju mockrat .						
2534	Martin .						
2535	Na fotografii jsou otec a dcera .						
2536	Se jmenuje Marie .						
2537	Ona je mladá a hezká .						
2538	Jsou na moře .						
2539	Marie má kratke vlasy .	kratke	9	15		krátké	
2540	Otec má bryle a plavky na sobě .	bryle	8	13		brýle	
2541	On je vysoký a je asi 25 let .						
2542	Otec pracujé na univerzité učitelem angličtiny .						
2543	Marie říká , že chcí plavát a hrát , ale otec říká , že ona muže být némocná .	muže	60	64		může	
2543	Marie říká , že chcí plavát a hrát , ale otec říká , že ona muže být némocná .	némocná	69	76		nemocná	
2544	Jsou má dobrou naladu .	naladu	15	21		náladu	
2545	Myslim se to je léto .	Myslim	0	6		Myslím	
2546	Je velmi dobřé počasí .	dobřé	9	14		dobré	
2547	Čau Martine , Chci Tě zaprvé poděkovat že si mě pozval .	si	42	44		jsi	
2548	Já ještě potřebuju ale vědet kdy to začíná ?						
