	Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct	languagetool_corrections
537	Societa Solidarietà Viva Viale Bruzzi 117 Milano All' attenzione della Spettabile Societa Solidarietà Viva Mi chiamo Michele Rossi e sono laureato in lingue con spezializzazione in lingua italiana e francese presso l' Universita Università X a Città Y .	Universita	218	228	Università	Università	y	['Università']
538	Città X , 14 maggio 2011 Maria Rossi Strada Maggiore 54/30 12345 Città X Solidarietà Viva Viale Bruzzi 117 21023 Milano Gentili Signori , in riferimento all' annuncio apparso in un giornale vorrei proporre la mia disponibilità per aiutare l' attivita della Vostra Società .	attivita	242	250	attività	attività	y	['Attività', 'attività', 'Attivata', 'Attivista', 'attivata', 'attivista', 'cattività', 'atti vita']
539	"Sono una ragazza aggettivo di nazionalità X di 26 anni , laureata in filosofia teoretica preso l' università "" Università X a Città X ."	preso	89	94	presso	presso	y	[]
540	"Sto imparando la lingua Italiana all' istituto Italiano di Cultura a Città X , da alcuni anni -unreadable - frequento un corso "" Conversazione "" ."	Italiana	24	32	italiana	italiana	y	[]
541	"Sto imparando la lingua Italiana all' istituto Italiano di Cultura a Città X , da alcuni anni -unreadable - frequento un corso "" Conversazione "" ."	istituto	38	46	Istituto	Istituto	y	[]
542	Come i miei studenti cognosco : memorizzare i vocabuli e una cosa noiosa ma molto importante !	cognosco	21	29	conosco	conosco	y	['conosco']
543	Come i miei studenti cognosco : memorizzare i vocabuli e una cosa noiosa ma molto importante !	vocabuli	46	54	vocaboli	vocaboli	y	['vocaboli']
544	Come i miei studenti cognosco : memorizzare i vocabuli e una cosa noiosa ma molto importante !	e	55	56	è	è	y	[]
545	Parlare la lingua nel paese è la ottima possibilità per imparare la lingua o approfondire le conoscienze .	conoscienze	93	104	conoscenze	conoscenze	y	['conoscenze', 'cono scienze']
546	Signora , Signore , Prima di tutto congratulazzioni per questo splendido matrimogno al quale vi ringrazzio moltissimo per la invitazzione della cerimonia in chiesa et del pranzo al ristorante .	Prima	20	25	Prima	prima	n	[]
547	Signora , Signore , Prima di tutto congratulazzioni per questo splendido matrimogno al quale vi ringrazzio moltissimo per la invitazzione della cerimonia in chiesa et del pranzo al ristorante .	congratulazzioni	35	51	congratulazioni	congratulazioni	y	['congratulazioni']
548	Signora , Signore , Prima di tutto congratulazzioni per questo splendido matrimogno al quale vi ringrazzio moltissimo per la invitazzione della cerimonia in chiesa et del pranzo al ristorante .	matrimogno	73	83	patrimonio	matrimonio	n	['matrimoni', 'matrimonio']
549	Signora , Signore , Prima di tutto congratulazzioni per questo splendido matrimogno al quale vi ringrazzio moltissimo per la invitazzione della cerimonia in chiesa et del pranzo al ristorante .	ringrazzio	96	106	ringrazio	ringrazio	y	['ringrazio', 'ringraziò', 'ring razzio']
550	Signora , Signore , Prima di tutto congratulazzioni per questo splendido matrimogno al quale vi ringrazzio moltissimo per la invitazzione della cerimonia in chiesa et del pranzo al ristorante .	invitazzione	125	137	indicazione	invitazione	n	['Incitazione', 'incitazione']
551	In oltre vorrei sapere in che modo posso partecipare al regalo per gli sposi .	In	0	2	In	Inoltre	n	[]
552	In oltre vorrei sapere in che modo posso partecipare al regalo per gli sposi .	oltre	3	8	oltre	Inoltre	n	[]
553	Vi ringrazzio ancora di poter essere presente a questo indimenticabile momento .	ringrazzio	3	13	ringrazio	ringrazio	y	['ringrazio', 'ringraziò', 'ring razzio']
554	Com Afetto	Com	0	3	Con	Con	y	[]
555	Com Afetto	Afetto	4	10	affetto	Affetto	n	['Affetto', 'Affettò', 'Aletto', 'Alettò']
556	Città X , il 15 Marzo 2010 Gentili Signori , Quando ho ricevuto la vostra invitazione , sono stata molto contenta per voi e vi auguri molta felicitá per la vostra vita insieme .	Quando	45	51	Quando	quando	n	[]
557	Città X , il 15 Marzo 2010 Gentili Signori , Quando ho ricevuto la vostra invitazione , sono stata molto contenta per voi e vi auguri molta felicitá per la vostra vita insieme .	felicitá	140	148	felicità	felicità	y	['felicita', 'felicità', 'Felicina', 'felicitai', 'felicitar', 'feliciti', 'felicito', 'felicitò']
558	Vi Ringrazio il vostro invito , sarò molto contenta di essere nel vostro matrimonio e anche perchè per me è una opportunità per conoscere la città di Napoli .	Ringrazio	3	12	ringrazio	ringrazio	y	[]
559	Vi Ringrazio il vostro invito , sarò molto contenta di essere nel vostro matrimonio e anche perchè per me è una opportunità per conoscere la città di Napoli .	perchè	92	98	perché	perché	y	['perché', 'parche', 'pecche', 'pesche', 'petche', 'porche', 'purché']
560	Prenderò il treno un giorno prima della cerimonia , perchè lavoro fino il 18 Novembre , ma non c' è problema .	perchè	52	58	perché	perché	y	['perché', 'parche', 'pecche', 'pesche', 'petche', 'porche', 'purché']
561	Prenderò il treno un giorno prima della cerimonia , perchè lavoro fino il 18 Novembre , ma non c' è problema .	Novembre	77	85	novembre	novembre	y	[]
562	Purtroppo non so coso vi regalare , ma sabendo che voi convivate insieme già da 2 anni , supongo che avete tutto per la casa , allora penso di vi Regalare dei soldi , cosí potete comprare quello che vi piace .	Regalare	146	154	regalare	regalare	y	[]
563	Purtroppo non so coso vi regalare , ma sabendo che voi convivate insieme già da 2 anni , supongo che avete tutto per la casa , allora penso di vi Regalare dei soldi , cosí potete comprare quello che vi piace .	cosí	167	171	così	così	y	['cosi', 'così', 'Osi', 'casi', 'codi', 'coesi', 'coi', 'coli', 'colsi', 'comi', 'coni', 'copi', 'cori', 'corsi', 'cos', 'cosa', 'cosci', 'cose', 'coso', 'cossi', 'costi', 'covi', 'dosi', 'osi', 'posi', 'rosi', 'tosi']
564	Vi Ringrazio ancora una volta per la -symbol- vostra invitazione , Cordiali saluti , Rossi Maria	Ringrazio	3	12	ringrazio	ringrazio	y	[]
565	Lunedi 15 Marzo 2010 Cari amici : Maria e Michele : vi rispondo alla vostra invitazione per il vostro matrimonio .	Lunedi	0	6	Lunedì	Lunedì	y	['Lunedì', 'Lune di']
566	Lunedi 15 Marzo 2010 Cari amici : Maria e Michele : vi rispondo alla vostra invitazione per il vostro matrimonio .	Marzo	10	15	marzo	marzo	y	[]
567	Mi fà moltto piacere di andare alla vostra cerimonia , perche moltto tempo fà chi non vi vedo .	fà	3	5	fa	fa	y	['fa', 'Afa', 'FAO', 'Ha', 'Ifa', 'Ra', 'a', 'afa', 'ba', 'ca', 'da', 'dà', 'f', 'fai', 'fan', 'far', 'fax', 'fra', 'fu', 'ha', 'ifa', 'la', 'là', 'ma', 'sa', 'sfa', 'va', '2FA', 'FB', 'FT']
568	Mi fà moltto piacere di andare alla vostra cerimonia , perche moltto tempo fà chi non vi vedo .	moltto	6	12	molto	molto	y	['molato', 'molto', 'motto']
569	Mi fà moltto piacere di andare alla vostra cerimonia , perche moltto tempo fà chi non vi vedo .	moltto	62	68	molto	molto	y	['molato', 'molto', 'motto']
570	Mi fà moltto piacere di andare alla vostra cerimonia , perche moltto tempo fà chi non vi vedo .	fà	75	77	fa	fa	y	['fa', 'Afa', 'FAO', 'Ha', 'Ifa', 'Ra', 'a', 'afa', 'ba', 'ca', 'da', 'dà', 'f', 'fai', 'fan', 'far', 'fax', 'fra', 'fu', 'ha', 'ifa', 'la', 'là', 'ma', 'sa', 'sfa', 'va', '2FA', 'FB', 'FT']
571	vi auguro tutta la felicità del mondo .	vi	0	2	Ti	Vi	n	['Vi']
572	Aspeto impaziente il giorno del vostro matrimonio .	Aspeto	0	6	Aspetto	Aspetto	y	['Aspetto', 'Aspettò', 'Asseto', 'Assetò']
573	A Presto Eva Rossi	Presto	2	8	presto	presto	y	[]
574	Rossi Maria 11 Strada Maggiore 12345 Città X 0345-11111111 Città X , 15 MARZO 2010 Russo Beatrice Via Friuli , 72 Napoli Cara amica , INNAZI TUTTO , CONGRATULAZIONI !	INNAZI	134	140	Inni	INNANZI	n	[]
575	Inoltre , Ti ringrazio tanto dell' invito , di non avermi dimenticato .	Ti	10	12	ti	ti	y	[]
576	Sarò all' appuntamento , sono già nervosa e in fretta di essere a questo giorno importante della Tua vita .	Tua	97	100	sua	tua	n	[]
577	TANTI BACCI- -	BACCI-	6	12	ASCII	Baci	n	[]
578	ho penso per regalare gli soldi , cosi potete comprare che volete .	ho	0	2	Io	Ho	n	['Ho']
579	Graciè anticipo Tanti bacci -unreadable -	Graciè	0	6	Grecia	Grazie	n	['Graie', 'Gracile', 'Grafie', 'Grazie', 'Tracie']
580	Che goia cuando ho ricevuto la vostra carta di matrimonio .	goia	4	8	noia	gioia	n	['Golia', 'boia', 'foia', 'gaia', 'gioa', 'gioia', 'già', 'glia', 'goda', 'gola', 'gora', 'gota', 'loia', 'noia', 'soia']
581	Che goia cuando ho ricevuto la vostra carta di matrimonio .	cuando	9	15	quando	quando	y	['cando', 'cubando', 'curando', 'quando']
582	Purtroppo , sarò da sola con miei figli , perchè Michele ha già previsto qualcosa per questa data .	perchè	42	48	perché	perché	y	['perché', 'parche', 'pecche', 'pesche', 'petche', 'porche', 'purché']
583	Vedrò cuando saremo arrivati a vostra casa .	cuando	6	12	quando	quando	y	['cando', 'cubando', 'curando', 'quando']
584	Tanti bacci a tutti i due .	bacci	6	11	baci	baci	y	['Baccio', 'bacaci', 'bacai', 'bacca', 'bacchi', 'bacco', 'bachi', 'baci', 'bocci', 'bracci', 'cacci', 'dacci', 'facci', 'lacci', 'tacci', 'vacci', 'ba cci']
585	Rossi Maria 12 Strada Maggiore 12345 Città X le 2 Settembre 2010 Cari Beatrice e Stefano , ho bene resivuto vostra invitazione , posso venire con mia Famiglia : tanti Aguri per vostra matrimonio .	resivuto	99	107	residuo	ricevuto	n	['residuato', 'residuo', 'residuò', 'resinato', 'resisto']
586	Rossi Maria 12 Strada Maggiore 12345 Città X le 2 Settembre 2010 Cari Beatrice e Stefano , ho bene resivuto vostra invitazione , posso venire con mia Famiglia : tanti Aguri per vostra matrimonio .	Famiglia	150	158	famiglia	famiglia	y	[]
587	Rossi Maria 12 Strada Maggiore 12345 Città X le 2 Settembre 2010 Cari Beatrice e Stefano , ho bene resivuto vostra invitazione , posso venire con mia Famiglia : tanti Aguri per vostra matrimonio .	Aguri	167	172	Auguri	Auguri	y	['Auguri', 'Agri', 'Anuri', 'Auri', 'Paguri']
588	Mi piacerebbe farvi un bello regalo a tutti é due .	é	44	45	e	e	y	['e', 'è']
589	Noi sarànno alla chiesa di Santa chiara per 17.30 .	sarànno	4	11	saranno	saranno	y	['saranno', 'Saronno', 'daranno', 'faranno', 'sapranno', 'scranno', 'sfaranno', 'staranno']
590	Sono contente per Voi .	Voi	18	21	voi	voi	y	[]
591	Encore tutti miei felicitazione In attesa , bacci -unreadable -	bacci	44	49	baci	baci	y	['Baccio', 'bacaci', 'bacai', 'bacca', 'bacchi', 'bacco', 'bachi', 'baci', 'bocci', 'bracci', 'cacci', 'dacci', 'facci', 'lacci', 'tacci', 'vacci', 'ba cci']
592	Cara Beatrice , caro Stefano , Siamo tanto contenti per tutti e due , Vi mandiamo gli nostri congratulazioni .	Siamo	31	36	Siamo	siamo	n	[]
593	Cara Beatrice , caro Stefano , Siamo tanto contenti per tutti e due , Vi mandiamo gli nostri congratulazioni .	Vi	70	72	vi	vi	y	[]
594	Ci piacerebbe penotare e anzi compare un soggiorno per tutti e due , per una settimana in Calabria , accanto alla spiaggia si sabbia .	compare	30	37	comprare	comprare	y	[]
595	Ma possiamo farre altra cosa .	farre	12	17	fare	fare	y	['Carrè', 'arre', 'barre', 'carré', 'farce', 'fare', 'farle', 'farne', 'farri', 'farro', 'farse', 'faure', 'forre', 'garre', 'marre', 'parre', 'f arre', 'far re']
596	Tanti Baci Michele	Baci	6	10	baci	baci	y	[]
597	Michele Rossi 5 Strada Maggiore 12345 Città X Città X 15 Marzo 2010 Cari Amici , Ho appena recivuto il vostro invito per il vostro matrimonio , che vi rispondo per dirvi che questa lettera me ha fatto un piacere grandissimo .	Marzo	57	62	marzo	marzo	y	[]
598	Michele Rossi 5 Strada Maggiore 12345 Città X Città X 15 Marzo 2010 Cari Amici , Ho appena recivuto il vostro invito per il vostro matrimonio , che vi rispondo per dirvi che questa lettera me ha fatto un piacere grandissimo .	Ho	81	83	Ho	ho	n	[]
599	Michele Rossi 5 Strada Maggiore 12345 Città X Città X 15 Marzo 2010 Cari Amici , Ho appena recivuto il vostro invito per il vostro matrimonio , che vi rispondo per dirvi che questa lettera me ha fatto un piacere grandissimo .	recivuto	91	99	ricevuto	ricevuto	y	['receduto', 'recinto', 'recintò', 'recioto', 'recitato', 'recito', 'recitò', 'recluto', 'reclutò', 'ricevuto']
600	Sfortunatamente sono molto deluso di annunciarvi , che non potrò venire questo giorno , ho trovato un nuovo lavoro che mi piace tantissimo , e sicome bisogna avere tre giorni per andare in Italia da Città X per un matrimonio , non potrei lasciar il mio nuovo lavoro .	sicome	143	149	come	siccome	n	['siccome', 'si come']
601	Ma sicome non sarò presente , mi piacerebbe farvi un regalo , potreste dirmi presto quello che potrei comprare in Francia e mandarvi prima del vostro grande giorno .	sicome	3	9	come	siccome	n	['siccome', 'si come']
602	Tanti auguri , vi abbarcio a presto Michele	abbarcio	18	26	abbraccio	abbraccio	y	['Abbarco', 'Abbarcò', 'abbarco', 'abbarcò']
603	15 marzo 2010 Cari amici , Congratulazioni !	Congratulazioni	27	42	Congratulazioni	congratulazioni	n	[]
604	Maria Rossi Città X , 62 Strada Maggiore Città X , 05 Agosto 2010 Cari Gianni e Emma , Molti congratulazioni per il matrimonio della sua figlia Beatrice .	Agosto	54	60	agosto	agosto	y	[]
605	Maria Rossi Città X , 62 Strada Maggiore Città X , 05 Agosto 2010 Cari Gianni e Emma , Molti congratulazioni per il matrimonio della sua figlia Beatrice .	Molti	87	92	Molte	molti	n	[]
606	É certo po andare alla chiesa e anche al ristorante .	É	0	1	D	È	n	[]
607	Vorrei compare qualche cosi Beatrice e Stefano bisogna .	compare	7	14	Comprare	comprare	n	[]
608	Tanti bacci Maria	bacci	6	11	baci	baci	y	['Baccio', 'bacaci', 'bacai', 'bacca', 'bacchi', 'bacco', 'bachi', 'baci', 'bocci', 'bracci', 'cacci', 'dacci', 'facci', 'lacci', 'tacci', 'vacci', 'ba cci']
609	Città X , 2 Maggio 2010 Cari Amici , Ho avuto la gioia di imparare che avete deciso di sposarvi .	Maggio	12	18	maggio	maggio	y	[]
610	Città X , 2 Maggio 2010 Cari Amici , Ho avuto la gioia di imparare che avete deciso di sposarvi .	Ho	37	39	Ho	ho	n	[]
611	Maria Rossi Strada Maggiore , 12345 Città X France Città X , 15 Marzo 2010 Cari Beatrice e Stefano , Vi scrivo perché ho ricevuto il vostro invito per i vostro matrimonio .	Marzo	64	69	marzo	marzo	y	[]
612	Maria Rossi Strada Maggiore , 12345 Città X France Città X , 15 Marzo 2010 Cari Beatrice e Stefano , Vi scrivo perché ho ricevuto il vostro invito per i vostro matrimonio .	Vi	101	103	Vi	vi	n	[]
613	Vorrei anche prima di tutto ringraziarvi per avermi invitato , sono molto contenta di potere participare nel vostro matrimonio , anche se sono stata un pò sorpresa non credeva che vi vedeva sposarsi cosi presto .	pò	152	154	po	po'	n	['Po', 'po', 'Co', 'Ho', 'Io', 'KO', 'PC', 'PD', 'PN', 'Poe', 'Vò', 'bo', 'co', 'do', 'go', 'ho', 'io', 'lo', 'mo', 'no', 'o', 'p', 'pi', 'pio', 'poc', 'poi', 'pop', 'por', 'pro', 'può', 'so', 'pH']
614	Vorrei anche prima di tutto ringraziarvi per avermi invitato , sono molto contenta di potere participare nel vostro matrimonio , anche se sono stata un pò sorpresa non credeva che vi vedeva sposarsi cosi presto .	cosi	199	203	così	così	y	[]
615	Rossi Maria 44 , Strada Maggiore 12345 Città X A Città X 15/03/2010 Cari Amici , Vengo felicitarvi e voi presento le mia tanti auguri per vostro matrimonio .	Vengo	81	86	Vendo	vengo	n	[]
616	Io vi ringrazio di avermi invitare , però non potrei venire perché devo andare in Francia per vedere la mia famiglia , che no visto di dopo le vacanzia di natal .	natal	155	160	natale	natale	y	['Natan', 'nata', 'natala', 'natale', 'natali', 'natalo', 'nata l']
617	in sperando vedervi presto , io vi embraccio .	in	0	2	Io	In	n	['In']
618	Maria Rossi Strada Maggiore France 15 Marzo , 2010 Cari Beatrice e Stefano Prima voglio dirsi Tanti Auguri per vostre matrimoniale Sono contenti per sentito questa notizia , e con piacere vengero per la ceremonia e la ristorante .	Marzo	38	43	marzo	marzo	y	[]
619	Maria Rossi Strada Maggiore France 15 Marzo , 2010 Cari Beatrice e Stefano Prima voglio dirsi Tanti Auguri per vostre matrimoniale Sono contenti per sentito questa notizia , e con piacere vengero per la ceremonia e la ristorante .	Tanti	94	99	tanti	tanti auguri	n	[]
620	Maria Rossi Strada Maggiore France 15 Marzo , 2010 Cari Beatrice e Stefano Prima voglio dirsi Tanti Auguri per vostre matrimoniale Sono contenti per sentito questa notizia , e con piacere vengero per la ceremonia e la ristorante .	Auguri	100	106	auguri	tanti auguri	n	[]
621	Voleva sapere se avete una lista di nocce ma a la fino ho decidato e meillore con i soldi , cosi comprete che volete Ancora Tanti Auguri e sono molto content per voi .	cosi	92	96	così	così	y	[]
622	Voleva sapere se avete una lista di nocce ma a la fino ho decidato e meillore con i soldi , cosi comprete che volete Ancora Tanti Auguri e sono molto content per voi .	Tanti	124	129	tanti	tanti auguri	n	[]
623	Voleva sapere se avete una lista di nocce ma a la fino ho decidato e meillore con i soldi , cosi comprete che volete Ancora Tanti Auguri e sono molto content per voi .	Auguri	130	136	auguri	tanti auguri	n	[]
624	Ne se vedere in 3 mesi molti baci e abbracci per le due .	molti	23	28	Molto	Molti	n	[]
625	Sig.ra Maria Rossi 1 Strada Maggiore 12345 Città X France Città X , 15 Marzo , 2010 Cari Stefano e Beatrice : Vi scrivo questa lettera perché ho ricevuto il vostro invito .	Marzo	71	76	marzo	marzo	y	[]
626	Tanti Auguri per il matrimonio .	Auguri	6	12	auguri	auguri	y	[]
627	Sono molto contente con la notizia , anche sono contentissima esserci inivita al vostro Matrimonio .	Matrimonio	88	98	matrimonio	matrimonio	y	[]
628	Vi ringarzio il vostro invito .	ringarzio	3	12	ringrazio	ringrazio	y	['ringrazio', 'ringraziò']
629	Sará con molto piacere che andró alle matrimonio .	Sará	0	4	Sarà	Sarà	y	['Sara', 'Sarà', 'Ara', 'Fara', 'Lara', 'Mara', 'SARS', 'Saba', 'Sarca', 'Bara', 'Cara', 'Darà', 'Farà', 'Gara', 'Marà', 'Para', 'Rara', 'Sabra', 'Sacra', 'Saga', 'Sagra', 'Sala', 'Sana', 'Sapa', 'Saprà', 'Sarai', 'Sarda', 'Sarta', 'Sarò', 'Saura', 'Sera', 'Sfarà', 'Spara', 'Stara', 'Starà', 'Stra', 'Tara', 'Vara', 'Zara']
630	Sará con molto piacere che andró alle matrimonio .	andró	27	32	andrà	andrò	n	['Andro', 'Andrò', 'andrò', 'Adro', 'Andrà', 'André', 'Andò', 'Anidro', 'Antro', 'Anuro', 'Indro', 'Sandro', 'andrà', 'andò', 'anidro', 'antro', 'anuro']
631	In questo periodo saró in vacanze e potró partire a Napoli , a vedere i miei cari amici .	saró	18	22	sarà	sarò	n	['sarò', 'Aro', 'Arò', 'Maro', 'SARS', 'Salò', 'Samo', 'Sara', 'Sarno', 'Siro', 'aro', 'arò', 'baro', 'barò', 'caro', 'darò', 'faro', 'farò', 'paro', 'parò', 'raro', 'sacro', 'saio', 'salo', 'salò', 'sano', 'sanò', 'sapo', 'saprò', 'sardo', 'sargo', 'sarto', 'sarà', 'sauro', 'sfarò', 'soro', 'sparo', 'sparò', 'staro', 'starò', 'taro', 'tarò', 'varo', 'varò']
632	In questo periodo saró in vacanze e potró partire a Napoli , a vedere i miei cari amici .	potró	36	41	poter	potrò	n	['potrò', 'botro', 'poltro', 'poro', 'porro', 'porrò', 'porto', 'portò', 'poterò', 'poto', 'potrà', 'potò']
633	Ma ho un picolo problema , non sei che cose devo regalarvi .	picolo	9	15	piccolo	piccolo	y	['Nicolò', 'piccolo', 'pigolo', 'pigolò', 'pinolo', 'piolo', 'pirolo', 'pisolo', 'pisolò', 'piuolo', 'vicolo', 'pi colo', 'pico lo']
634	Ho pensato darvi un puó di soldi e con questi soldi poteste partire per il vostro luna di miele e anche ho pensato m' um obbgetto pela vostra nuova casa Non lo so .	obbgetto	121	129	oggetto	oggetto	y	['Obbietto', 'Obbiettò', 'obbietto', 'obbiettò']
635	Bene credo che é tutto .	é	15	16	è	è	y	['e', 'è']
636	Baci e Abbracci Maria Rossi	Abbracci	7	15	Abbracci	abbracci	n	[]
637	Città X il 30/08/10 Cari amichi , Ho avuto vostra lettera , sono un pó sorpresa ma vi mando tutte le mie congratulaziono , molto felice .	Ho	34	36	Ho	ho	n	[]
638	Città X il 30/08/10 Cari amichi , Ho avuto vostra lettera , sono un pó sorpresa ma vi mando tutte le mie congratulaziono , molto felice .	pó	68	70	po	po'	n	['Po', 'po', 'Co', 'Ho', 'Io', 'KO', 'PC', 'PD', 'PN', 'Poe', 'Vò', 'bo', 'co', 'do', 'go', 'ho', 'io', 'lo', 'mo', 'no', 'o', 'p', 'pi', 'pio', 'poc', 'poi', 'pop', 'por', 'pro', 'può', 'so', 'pH']
639	"Vi ringrazio per l' invito ma non porrei venire perche ho trovato un nuovo lavoró é comminció il 15 ottobre al "" Club ulivi "" Per me fare perdonnare e potere vedervi un pó , vi mando mio regalo : un biglietto con questa lettera ."	perche	48	54	perché	perché	y	['perché', 'parche', 'pecche', 'pesche', 'petche', 'porche', 'purché', 'per che']
640	"Vi ringrazio per l' invito ma non porrei venire perche ho trovato un nuovo lavoró é comminció il 15 ottobre al "" Club ulivi "" Per me fare perdonnare e potere vedervi un pó , vi mando mio regalo : un biglietto con questa lettera ."	lavoró	75	81	lavoro	lavoro	y	['lavoro', 'lavorò', 'laverò', 'lavora', 'lavori', 'lavorio']
641	"Vi ringrazio per l' invito ma non porrei venire perche ho trovato un nuovo lavoró é comminció il 15 ottobre al "" Club ulivi "" Per me fare perdonnare e potere vedervi un pó , vi mando mio regalo : un biglietto con questa lettera ."	é	82	83	e	e	y	['e', 'è']
642	"Vi ringrazio per l' invito ma non porrei venire perche ho trovato un nuovo lavoró é comminció il 15 ottobre al "" Club ulivi "" Per me fare perdonnare e potere vedervi un pó , vi mando mio regalo : un biglietto con questa lettera ."	comminció	84	93	comincia	comincio	n	['comincio', 'cominciò']
643	"Vi ringrazio per l' invito ma non porrei venire perche ho trovato un nuovo lavoró é comminció il 15 ottobre al "" Club ulivi "" Per me fare perdonnare e potere vedervi un pó , vi mando mio regalo : un biglietto con questa lettera ."	perdonnare	138	148	perdonare	perdonare	y	['perdonare']
644	"Vi ringrazio per l' invito ma non porrei venire perche ho trovato un nuovo lavoró é comminció il 15 ottobre al "" Club ulivi "" Per me fare perdonnare e potere vedervi un pó , vi mando mio regalo : un biglietto con questa lettera ."	pó	169	171	po	po'	n	['Po', 'po', 'Co', 'Ho', 'Io', 'KO', 'PC', 'PD', 'PN', 'Poe', 'Vò', 'bo', 'co', 'do', 'go', 'ho', 'io', 'lo', 'mo', 'no', 'o', 'p', 'pi', 'pio', 'poc', 'poi', 'pop', 'por', 'pro', 'può', 'so', 'pH']
645	"Vi ho affitato per una Settimana , un bungalow viccino al mare con formala pensione e molte animazione nello "" Club Ulivi "" un posto tranquillo Spero di recevere una vostra lettera presto ."	Settimana	23	32	settimana	settimana	y	[]
646	"Vi ho affitato per una Settimana , un bungalow viccino al mare con formala pensione e molte animazione nello "" Club Ulivi "" un posto tranquillo Spero di recevere una vostra lettera presto ."	viccino	47	54	vicino	vicino	y	['piccino', 'vaccino', 'vaccinò', 'vicino']
647	"Vi ho affitato per una Settimana , un bungalow viccino al mare con formala pensione e molte animazione nello "" Club Ulivi "" un posto tranquillo Spero di recevere una vostra lettera presto ."	recevere	153	161	ricevere	ricevere	y	['recedere', 'ricevere']
648	Vi abbraccio molto affetuosamente -unreadable - PS : 1 biglietto	affetuosamente	19	33	affettuosamente	affettuosamente	y	['affettuosamente']
649	Vi ringrazio del vostro invito e di avere pensare a me per questo giorno che sará Io penso molto bello .	sará	77	81	sarà	sarà	y	['Sara', 'sarà', 'Ara', 'Fara', 'Lara', 'Mara', 'SARS', 'Saba', 'Sarca', 'ara', 'bara', 'cara', 'darà', 'farà', 'gara', 'marà', 'para', 'rara', 'sabra', 'sacra', 'saga', 'sagra', 'sala', 'sana', 'sapa', 'saprà', 'sarai', 'sarda', 'sarta', 'sarò', 'saura', 'sera', 'sfarà', 'spara', 'stara', 'starà', 'stra', 'tara', 'vara', 'zara', 'Zara']
650	Vi ringrazio del vostro invito e di avere pensare a me per questo giorno che sará Io penso molto bello .	Io	82	84	io	io	y	[]
651	"Non potró venire per la missa alla Chiesa Di Santa Chiara perché finiró di lavorare alle 10 invece saró all' ora per venire al ristorante "" Da Ciro "" Invece a che ora devó essere al ristorante vi telefoneró prima per dirvi ."	potró	4	9	potrò	potrò	y	['potrò', 'botro', 'poltro', 'poro', 'porro', 'porrò', 'porto', 'portò', 'poterò', 'poto', 'potrà', 'potò']
652	"Non potró venire per la missa alla Chiesa Di Santa Chiara perché finiró di lavorare alle 10 invece saró all' ora per venire al ristorante "" Da Ciro "" Invece a che ora devó essere al ristorante vi telefoneró prima per dirvi ."	finiró	65	71	finire	finirò	n	['finirò', 'finir', 'finire', 'finirlo', 'finirà', 'finito', 'finivo', 'frinirò', 'sfinirò']
653	"Non potró venire per la missa alla Chiesa Di Santa Chiara perché finiró di lavorare alle 10 invece saró all' ora per venire al ristorante "" Da Ciro "" Invece a che ora devó essere al ristorante vi telefoneró prima per dirvi ."	saró	99	103	sarà	sarò	n	['sarò', 'Aro', 'Arò', 'Maro', 'SARS', 'Salò', 'Samo', 'Sara', 'Sarno', 'Siro', 'aro', 'arò', 'baro', 'barò', 'caro', 'darò', 'faro', 'farò', 'paro', 'parò', 'raro', 'sacro', 'saio', 'salo', 'salò', 'sano', 'sanò', 'sapo', 'saprò', 'sardo', 'sargo', 'sarto', 'sarà', 'sauro', 'sfarò', 'soro', 'sparo', 'sparò', 'staro', 'starò', 'taro', 'tarò', 'varo', 'varò']
654	"Non potró venire per la missa alla Chiesa Di Santa Chiara perché finiró di lavorare alle 10 invece saró all' ora per venire al ristorante "" Da Ciro "" Invece a che ora devó essere al ristorante vi telefoneró prima per dirvi ."	telefoneró	196	206	telefonare	telefonerò	n	['telefonerò', 'telefonerà']
655	Mi piaccerebbe di sapere Io che volete come regalo che vi facerá piacere .	piaccerebbe	3	14	piacerebbe	piacerebbe	y	['piacerebbe']
656	In attesa di una risposta Invio miei migliori saluti .	Invio	26	31	Invia	invio	n	[]
657	Rossi Maria -hidden- Strada Maggiore 1234 Città X Lunedi 15 Marzo 2010 Cari amici .	Lunedi	50	56	Lunedì	Lunedì	y	['Lunedì', 'Lune di']
658	Rossi Maria -hidden- Strada Maggiore 1234 Città X Lunedi 15 Marzo 2010 Cari amici .	Marzo	60	65	marzo	marzo	y	[]
659	Vi scrivo perche , ho riscuto votra invitazione per vostro matrimonio .	perche	10	16	perché	perché	y	['perché', 'parche', 'pecche', 'pesche', 'petche', 'porche', 'purché', 'per che']
660	Prima vi dico tanti aguri e sono molto contenta per voi , e poi grazie mile di invitarmi .	aguri	20	25	auguri	auguri	y	['Auguri', 'agri', 'anuri', 'auguri', 'auri', 'paguri']
661	Prima vi dico tanti aguri e sono molto contenta per voi , e poi grazie mile di invitarmi .	mile	71	75	mille	mille	y	['Cile', 'Malè', 'Umile', 'bile', 'file', 'gilè', 'ile', 'male', 'mele', 'mie', 'miele', 'mila', 'mili', 'mille', 'milze', 'mine', 'mire', 'mise', 'mite', 'mole', 'mule', 'pile', 'umile', 'vile', 'm ile', 'mi le', 'Mike']
