	Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct	languagetool_corrections
769	Sehr geehrte Damen und Herren , Als ich Ihre Anzeige über meine Gastfamilie angesehen , habe mich Sofort gefreuen die familie zu Sehen .	Als	32	35	Als	als	n	['als']
770	Sehr geehrte Damen und Herren , Als ich Ihre Anzeige über meine Gastfamilie angesehen , habe mich Sofort gefreuen die familie zu Sehen .	Sofort	98	104	sofort	sofort	y	[]
771	Sehr geehrte Damen und Herren , Als ich Ihre Anzeige über meine Gastfamilie angesehen , habe mich Sofort gefreuen die familie zu Sehen .	familie	118	125	Familie	Familie	y	['Familie', 'familiär', 'Familien', 'familiäre', 'Kamille', 'Homilie', 'Kamelie', 'Tamile', 'Tamilin', 'familial', 'familiale', 'Family', 'Familys', 'Mamille']
772	Sehr geehrte Damen und Herren , Als ich Ihre Anzeige über meine Gastfamilie angesehen , habe mich Sofort gefreuen die familie zu Sehen .	Sehen	129	134	sehen	sehen	y	['sehen']
773	Aber nach meine Ankunft ist mir Schön Klar dass die familie nicht So nett , die waren nicht frohlich und es gab immer Streiht .	Schön	32	37	schön	schon	n	[]
774	Aber nach meine Ankunft ist mir Schön Klar dass die familie nicht So nett , die waren nicht frohlich und es gab immer Streiht .	Klar	38	42	klar	klar	y	[]
775	Aber nach meine Ankunft ist mir Schön Klar dass die familie nicht So nett , die waren nicht frohlich und es gab immer Streiht .	familie	52	59	Familie	Familie	y	['Familie', 'familiär', 'Familien', 'familiäre', 'Kamille', 'Homilie', 'Kamelie', 'Tamile', 'Tamilin', 'familial', 'familiale', 'Family', 'Familys', 'Mamille']
776	Aber nach meine Ankunft ist mir Schön Klar dass die familie nicht So nett , die waren nicht frohlich und es gab immer Streiht .	So	66	68	so	so	y	['so']
777	Aber nach meine Ankunft ist mir Schön Klar dass die familie nicht So nett , die waren nicht frohlich und es gab immer Streiht .	Streiht	118	125	Streit	Streit	y	['Streit', 'Streicht', 'Utrecht', 'Streift', 'Treibt', 'Streikt', 'Streik', 'Streiks', 'Steht', 'Streits', 'Steigt', 'Gereiht', 'Reiht', 'Strebt', 'Strikt', 'Streich', 'Streif', 'Zurecht', 'Stritt']
778	im hause .	hause	3	8	hause	Hause	n	['Hause']
779	Ich habe die Kinder geschenke geKauf um nett zu Sein und ich habe immen und immer vesuchen freuntlich mit dem Kinder anZuschließen , es war unmöglich .	geschenke	20	29	Geschenke	Geschenke	y	['Geschenke', 'geschenkt', 'geschenkte', 'Wegenge', 'beschenke', 'wegsänke', 'gegen', 'Legende', 'gegangen', 'geschmückt', 'Geschenk', 'geschmückte', 'Ausgänge', 'Zugänge', 'beschenkt', 'geglückt', 'geschehe', 'geschluckt', 'geschwenkt']
780	Ich habe die Kinder geschenke geKauf um nett zu Sein und ich habe immen und immer vesuchen freuntlich mit dem Kinder anZuschließen , es war unmöglich .	geKauf	30	36	gekauft	gekauft	y	['gebaut', 'genau', 'gekauft', 'genaue', 'Kauf', 'getauft', 'gehäuft', 'herauf', 'gekaut', 'Geläuf', 'gerauft', 'geraum', 'geraut', 'getaut', 'kauf']
781	Ich habe die Kinder geschenke geKauf um nett zu Sein und ich habe immen und immer vesuchen freuntlich mit dem Kinder anZuschließen , es war unmöglich .	Sein	48	52	sein	sein	y	[]
782	Ich habe die Kinder geschenke geKauf um nett zu Sein und ich habe immen und immer vesuchen freuntlich mit dem Kinder anZuschließen , es war unmöglich .	immen	66	71	immer	immer	y	['Immen', 'immer', 'immens', 'immun', 'mimen', 'Ammen', 'Dimmen', 'Kimmen', 'dimmen', 'ihren', 'Namen', 'ihnen', 'kamen', 'innen', 'Firmen', 'Himmel', 'Samen', 'armen', 'widmen', 'Damen']
783	Ich habe die Kinder geschenke geKauf um nett zu Sein und ich habe immen und immer vesuchen freuntlich mit dem Kinder anZuschließen , es war unmöglich .	vesuchen	82	90	versuchen	versuchen	y	['besuchen', 'versuchen', 'Bezügen', 'Besuchen', 'Gesuchen', 'feschen', 'gezogen', 'bezogen', 'suchen', 'versuchten', 'Besucher', 'besuchten', 'feuchten', 'verbuchen', 'Besuchern', 'genügen', 'Bezüge', 'besagen', 'gesuchten', 'mäßigen']
784	Ich habe die Kinder geschenke geKauf um nett zu Sein und ich habe immen und immer vesuchen freuntlich mit dem Kinder anZuschließen , es war unmöglich .	freuntlich	91	101	deutlich	freundlich	n	['freundlich', 'freundliche', 'urkundlich', 'bräunlich', 'freundlichen', 'freundlicher', 'freundliches', 'freundlichem', 'bräutlich', 'freundlichst']
785	Ich habe die Kinder geschenke geKauf um nett zu Sein und ich habe immen und immer vesuchen freuntlich mit dem Kinder anZuschließen , es war unmöglich .	anZuschließen	117	130	abzuschließen	anzuschließen	n	['anzuschließen', 'an Zuschließen', 'anschließen', 'abzuschließen', 'Zuschließen', 'anzugießen', 'anzuschießen', 'anzuschließend']
786	alles war Enttauschung im haus war immer laut Ohne ende , es war nicht was ich Erweitet habe Aus diese Grund find ich man muss erste Überlegen bevor reist und muss ich Sagen alle meine Erwartungen : war nicht als ich vorgestelte habe , ich möchte Antworte Zuruck .	alles	0	5	Alles	Alles	y	['Alles']
787	alles war Enttauschung im haus war immer laut Ohne ende , es war nicht was ich Erweitet habe Aus diese Grund find ich man muss erste Überlegen bevor reist und muss ich Sagen alle meine Erwartungen : war nicht als ich vorgestelte habe , ich möchte Antworte Zuruck .	haus	26	30	Haus	Haus	y	['Haus', 'aus', 'Baus', 'Maus', 'raus', 'Gauß', 'Ahaus', 'Gaus', 'haust', 'haut', 'Taus', 'Kauz', 'hau', 'haue', 'Gäus', 'Laus', 'Saus', 'hause', 'habs']
788	alles war Enttauschung im haus war immer laut Ohne ende , es war nicht was ich Erweitet habe Aus diese Grund find ich man muss erste Überlegen bevor reist und muss ich Sagen alle meine Erwartungen : war nicht als ich vorgestelte habe , ich möchte Antworte Zuruck .	Erweitet	79	87	erweitert	erwartet	n	['Er weitet', 'Erweitert', 'Arbeitet', 'Erleidet', 'Erweiter', 'Breitet', 'Reitet', 'Erwartet', 'Weitet', 'Erweiterte', 'Erwitte', 'Erweitern', 'Beweidet', 'Bereitet', 'Erleiden', 'Erweisen', 'Erbeutet', 'Abweidet', 'Erweist', 'Freitet']
789	alles war Enttauschung im haus war immer laut Ohne ende , es war nicht was ich Erweitet habe Aus diese Grund find ich man muss erste Überlegen bevor reist und muss ich Sagen alle meine Erwartungen : war nicht als ich vorgestelte habe , ich möchte Antworte Zuruck .	Überlegen	133	142	überlegen	überlegen	y	[]
790	alles war Enttauschung im haus war immer laut Ohne ende , es war nicht was ich Erweitet habe Aus diese Grund find ich man muss erste Überlegen bevor reist und muss ich Sagen alle meine Erwartungen : war nicht als ich vorgestelte habe , ich möchte Antworte Zuruck .	Sagen	168	173	sagen	sagen	y	[]
791	alles war Enttauschung im haus war immer laut Ohne ende , es war nicht was ich Erweitet habe Aus diese Grund find ich man muss erste Überlegen bevor reist und muss ich Sagen alle meine Erwartungen : war nicht als ich vorgestelte habe , ich möchte Antworte Zuruck .	vorgestelte	217	228	vorgestellt	vorgestellt	y	['vorgestellte', 'vorgestellt', 'vorgestellten', 'vorgesetzte', 'vorgestellter', 'vorgestelltes', 'Bohrgestelle', 'Rohrgestelle', 'vorbestelle', 'vorbestellte', 'vorgespielte', 'vorgesteckte', 'vorgestelltem', 'vorgestülpte', 'vorgezählte', 'vorkostende', 'vorkostete', 'vortestende']
792	alles war Enttauschung im haus war immer laut Ohne ende , es war nicht was ich Erweitet habe Aus diese Grund find ich man muss erste Überlegen bevor reist und muss ich Sagen alle meine Erwartungen : war nicht als ich vorgestelte habe , ich möchte Antworte Zuruck .	Zuruck	256	262	zurück	zurück	y	['Zurück', 'Druck', 'Zürich', 'Zuck', 'Zuruf', 'Zurufe', 'Hauruck', 'Struck', 'Truck', 'Spuck', 'Zurufs', 'Zudrucke', 'Rück', 'Zudruckt', 'Zugucke', 'Zuguckt', 'Zuruft', 'Zutrug', 'Zutrugt', 'Zück']
793	mit freundlichen Grüßen Michael Müller	mit	0	3	Mit	Mit	y	['Mit']
794	Leider muss ich Ihnen sagen , dass es nicht dem entsprechend war , was ich erwartet hatte .	dem	44	47	dem	dementsprechend	n	[]
795	Leider muss ich Ihnen sagen , dass es nicht dem entsprechend war , was ich erwartet hatte .	entsprechend	48	60	entsprechend	dementsprechend	n	[]
796	Meine Situation in meiner Gastfamilie ist unbefridigend .	unbefridigend	42	55	unbefriedigend	unbefriedigend	y	['unbefriedigend', 'unbefriedigende']
797	Au pair Agentur Schulz & Partner Regenstr .	Au	0	2	Au	Au-pair-Agentur Schultz	n	[]
798	Au pair Agentur Schulz & Partner Regenstr .	pair	3	7	paar	Au-pair-Agentur Schultz	n	['bei', 'beim', 'paar', 'bar', 'fair', 'peil', 'beiß', 'war', 'bis', 'sein', 'seit', 'Jahr', 'Mai', 'Zeit', 'kein', 'sei', 'teil', 'weil', 'bald']
799	Au pair Agentur Schulz & Partner Regenstr .	Agentur	8	15	Agentur	Au-pair-Agentur Schultz	n	[]
800	Au pair Agentur Schulz & Partner Regenstr .	Schulz	16	22	Scholz	Au-pair-Agentur Schultz	n	[]
801	Betreff : Reklamation Sehr geehrte Damen und Herren , Durch Ihrer Au pair Agentur habe ich ein Vierteljahr als Au , pair Mädchen in Deutschland gearbeitet .	Durch	54	59	Durch	durch	n	['durch']
802	Betreff : Reklamation Sehr geehrte Damen und Herren , Durch Ihrer Au pair Agentur habe ich ein Vierteljahr als Au , pair Mädchen in Deutschland gearbeitet .	Au	66	68	Au	Au-pair-Agentur	n	[]
803	Betreff : Reklamation Sehr geehrte Damen und Herren , Durch Ihrer Au pair Agentur habe ich ein Vierteljahr als Au , pair Mädchen in Deutschland gearbeitet .	pair	69	73	paar	Au-pair-Agentur	n	[]
804	Betreff : Reklamation Sehr geehrte Damen und Herren , Durch Ihrer Au pair Agentur habe ich ein Vierteljahr als Au , pair Mädchen in Deutschland gearbeitet .	Agentur	74	81	Agentur	Au-pair-Agentur	n	[]
805	Betreff : Reklamation Sehr geehrte Damen und Herren , Durch Ihrer Au pair Agentur habe ich ein Vierteljahr als Au , pair Mädchen in Deutschland gearbeitet .	Au	111	113	Alu	Au-pair-Mädchen	n	[]
806	Betreff : Reklamation Sehr geehrte Damen und Herren , Durch Ihrer Au pair Agentur habe ich ein Vierteljahr als Au , pair Mädchen in Deutschland gearbeitet .	,	114	115	,	Au-pair-Mädchen	n	[]
807	Betreff : Reklamation Sehr geehrte Damen und Herren , Durch Ihrer Au pair Agentur habe ich ein Vierteljahr als Au , pair Mädchen in Deutschland gearbeitet .	pair	116	120	paar	Au-pair-Mädchen	n	['bei', 'beim', 'paar', 'bar', 'fair', 'peil', 'beiß', 'war', 'bis', 'sein', 'seit', 'Jahr', 'Mai', 'Zeit', 'kein', 'sei', 'teil', 'weil', 'bald']
808	Betreff : Reklamation Sehr geehrte Damen und Herren , Durch Ihrer Au pair Agentur habe ich ein Vierteljahr als Au , pair Mädchen in Deutschland gearbeitet .	Mädchen	121	128	Mädchen	Au-pair-Mädchen	n	[]
809	Erstens war die Familie keine deutsche Familie sondern eine französiche Familie .	französiche	60	71	französische	französische	y	['französische', 'französischen', 'französischer', 'französisch', 'französischem', 'französisches']
810	Abschliessend hat diese Familie meinen Deutschkurs nicht bezahlt Obwohl in dem Vertrag eine des Konditions war Leider hatte ich nicht so einen Service erwartet .	Abschliessend	0	13	Abschlüssen	Abschließend	n	['Abschließend', 'Abschließen', 'Anschließend', 'Abschließens', 'Abschließende', 'Abschließest', 'Abschließung', 'Anschließende', 'Anschließen', 'Abschließenden', 'Anschließens', 'Abschließender', 'Beschließend', 'Abschließendes', 'Erschließend', 'Abschließendem', 'Umschließend', 'Zuschließend', 'Abschließe', 'Anschließest']
811	Abschliessend hat diese Familie meinen Deutschkurs nicht bezahlt Obwohl in dem Vertrag eine des Konditions war Leider hatte ich nicht so einen Service erwartet .	Obwohl	65	71	wohl	obwohl	n	['obwohl']
812	Wie Sie mir versprochen hatten , musste die Familie den deutskurs bezahlen , und ausserdem musste aus Deutschland kommen und nicht aus Frankreich .	deutskurs	56	65	Diskurs	Deutschkurs	n	['deutsches', 'Stützkurs', 'Gutskurs', 'Beutekurs']
813	Wie Sie mir versprochen hatten , musste die Familie den deutskurs bezahlen , und ausserdem musste aus Deutschland kommen und nicht aus Frankreich .	ausserdem	81	90	außerdem	außerdem	y	['außerdem', 'äußerem', 'äußerndem', 'äußerte', 'äußerten', 'äußertet', 'äußeres', 'auswerten', 'aussenden', 'aussendet', 'auswertet', 'aushärtet', 'aushärten', 'aushärte', 'aussende', 'aussäendem', 'aussägte', 'aussägten', 'aussägtet']
814	Ich glaube , ich habe genügend Gründe um mich zu beschweren und ich fordere eine finanzielle Enchädigung .	Enchädigung	93	104	Entschädigung	Entschädigung	y	['Entschädigung', 'Schädigung', 'Beschädigung', 'Entledigung', 'Genschädigung', 'Ängstigung']
815	Mit freundlichen Grüssen Maria Meier	Grüssen	17	24	Grüßen	Grüßen	y	['Grüßen', 'Größen', 'Großen', 'Grüße', 'Küssen', 'Grüßens', 'Krassen', 'Güssen', 'Grüßten', 'Müssen', 'Krossen', 'Größe', 'Brüssel', 'Grüßend', 'Fressen', 'Große', 'Flüssen', 'Größten', 'Großer', 'Rissen']
816	Maria Meier Bahnhofsstraße 123 12345 Stadt X Stadt X den 12.07.2011 Beschwerde Sehr Geehte Frau / Herr Ich habe dürch Ihre Agentur eine Stelle beckommen in Mönchen .	Geehte	84	90	geehrte	geehrte Damen und Herren	n	['Geäste', 'Geehrte', 'Drehte', 'Gewehte', 'Rechte', 'Kegelte', 'Geräte', 'Krähte', 'Echte', 'Geht', 'Goethe', 'Gerade', 'Gäste', 'Kehrte', 'Weihte', 'Mächte', 'Geehrt', 'Gebete', 'Gebote', 'Geest']
817	Maria Meier Bahnhofsstraße 123 12345 Stadt X Stadt X den 12.07.2011 Beschwerde Sehr Geehte Frau / Herr Ich habe dürch Ihre Agentur eine Stelle beckommen in Mönchen .	Frau	91	95	Frau	geehrte Damen und Herren	n	[]
818	Maria Meier Bahnhofsstraße 123 12345 Stadt X Stadt X den 12.07.2011 Beschwerde Sehr Geehte Frau / Herr Ich habe dürch Ihre Agentur eine Stelle beckommen in Mönchen .	/	96	97	/	geehrte Damen und Herren	n	[]
819	Maria Meier Bahnhofsstraße 123 12345 Stadt X Stadt X den 12.07.2011 Beschwerde Sehr Geehte Frau / Herr Ich habe dürch Ihre Agentur eine Stelle beckommen in Mönchen .	Herr	98	102	Herr	geehrte Damen und Herren	n	[]
820	Maria Meier Bahnhofsstraße 123 12345 Stadt X Stadt X den 12.07.2011 Beschwerde Sehr Geehte Frau / Herr Ich habe dürch Ihre Agentur eine Stelle beckommen in Mönchen .	dürch	112	117	durch	durch	y	['durch', 'türke', 'türkt', 'würg', 'doch', 'Burg', 'trug', 'Berg', 'Zürich', 'dich', 'Fürth', 'Jörg', 'durchs', 'dürfe', 'Sarg', 'Hürth', 'Lynch', 'barg', 'Kirch', 'Murg']
821	Maria Meier Bahnhofsstraße 123 12345 Stadt X Stadt X den 12.07.2011 Beschwerde Sehr Geehte Frau / Herr Ich habe dürch Ihre Agentur eine Stelle beckommen in Mönchen .	beckommen	143	152	bekommen	bekommen	y	['bekommen', 'beikommen', 'beklommen', 'verkommen', 'bekomme', 'benommen', 'herkommen', 'wegkommen', 'Beikommen', 'Bekommen', 'Herkommen', 'Verkommen', 'Wegkommen', 'abzukommen', 'beikomme', 'beikommend', 'beklemmen', 'beklommene', 'bekommend', 'geklommen']
822	Sie hätten mir mitgeteilt das die Familie hat 2 Kinder und das Eltern beide arbeiten .	das	26	29	das	dass	n	[]
823	Auserdem nach Ihre information , sollte ich beckommen ein Zimmer , freie Wohenende und 500 € als Taschengeld .	Auserdem	0	8	Außerdem	Außerdem	y	['Außerdem', 'Ausarten', 'Äußerem', 'Ausreden', 'Äußerndem', 'Außenteam', 'Äußerte', 'Büßendem', 'Äußerten', 'Düsendem', 'Äußertet', 'Fußendem', 'Äußeres', 'Rußendem', 'Süßendem', 'Süßerem', 'Ausartet', 'Süßestem', 'Tausendem', 'Absentem']
824	Auserdem nach Ihre information , sollte ich beckommen ein Zimmer , freie Wohenende und 500 € als Taschengeld .	information	19	30	Information	Information	y	['Information', 'Reformation', 'informative', 'informativen', 'informativ', 'Bioformation', 'Deformation', 'Eisformation', 'Konformation', 'Tonformation']
825	Auserdem nach Ihre information , sollte ich beckommen ein Zimmer , freie Wohenende und 500 € als Taschengeld .	beckommen	44	53	bekommen	bekommen	y	['bekommen', 'beikommen', 'beklommen', 'verkommen', 'bekomme', 'benommen', 'herkommen', 'wegkommen', 'Beikommen', 'Bekommen', 'Herkommen', 'Verkommen', 'Wegkommen', 'abzukommen', 'beikomme', 'beikommend', 'beklemmen', 'beklommene', 'bekommend', 'geklommen']
826	Auserdem nach Ihre information , sollte ich beckommen ein Zimmer , freie Wohenende und 500 € als Taschengeld .	Wohenende	73	82	lohnende	Wochenende	n	['Wochenende', 'Wohnende', 'Wochenenden', 'Wohnenden', 'Kohärente', 'Lohnende', 'Wortende', 'Vehemente', 'Wagenende', 'Wohnend', 'Wochenendes', 'Wohnender', 'Vorwände', 'Wollende', 'Bogenende', 'Röhrenende', 'Venenende', 'Föhnende', 'Vorende', 'Honende']
827	Ich habe beckommen noch die Information über meine arbeit .	beckommen	9	18	bekommen	bekommen	y	['bekommen', 'beikommen', 'beklommen', 'verkommen', 'bekomme', 'benommen', 'herkommen', 'wegkommen', 'Beikommen', 'Bekommen', 'Herkommen', 'Verkommen', 'Wegkommen', 'abzukommen', 'beikomme', 'beikommend', 'beklemmen', 'beklommene', 'bekommend', 'geklommen']
828	Ich habe beckommen noch die Information über meine arbeit .	arbeit	51	57	Arbeit	Arbeit	y	['Arbeit', 'arbeite', 'arbeiten', 'arbeitet', 'breit', 'Urzeit', 'abreißt', 'abriet', 'abbeißt', 'abreist', 'artet', 'anbei', 'reit', 'Breit', 'Carbid', 'Farbei', 'Garzeit', 'Karbid', 'Orbit', 'Orplid']
829	Leider war alles anderes als ich erwarten Habe .	Habe	42	46	habe	habe	y	[]
830	Ich habe keine Zimmer beckomen , ich musste ihm teilen mit die kleinste Kind .	beckomen	22	30	bekommen	bekommen	y	['bekommen', 'bekamen', 'bezogen', 'bekämen', 'Kekkonen', 'beikamen', 'beikommen', 'beikämen', 'beklommen', 'bekrönen', 'bezähmen']
831	Also hätte ich keine Ruhe und Privatsfere gehabt .	Privatsfere	30	41	Privatiers	Privatsphäre	n	['Privatsphäre', 'Privatsphären', 'Privatsee', 'Privatere', 'Privatisiere', 'Privatserie', 'Privatopfer', 'Privattiere', 'Privatpferd', 'Privatpferde', 'Privatsiege', 'Privatstärke', 'Privatszene', 'Privatufer', 'Privatseele', 'Privatsterne', 'Privatspeer', 'Privatsperre', 'Privatsäure', 'Privatufern']
832	Meine arbeit Stunden waren länga als gesagt .	arbeit	6	12	Arbeit	Arbeitsstunden	n	['Arbeit', 'arbeite', 'arbeiten', 'arbeitet', 'breit', 'Urzeit', 'abreißt', 'abriet', 'abbeißt', 'abreist', 'artet', 'anbei', 'reit', 'Breit', 'Carbid', 'Farbei', 'Garzeit', 'Karbid', 'Orbit', 'Orplid']
833	Meine arbeit Stunden waren länga als gesagt .	Stunden	13	20	Stunden	Arbeitsstunden	n	[]
834	Meine arbeit Stunden waren länga als gesagt .	länga	27	32	länger	länger	y	['längs', 'lenkt', 'lenke', 'lang', 'lange', 'leicht', 'Länge', 'hängt', 'links', 'länger', 'Menge', 'legt', 'linke', 'Jena', 'längst', 'Genua', 'denkt', 'fängt', 'legal']
835	Ich hätte auch keine IWohenende frei .	IWohenende	21	31	lohnende	Wochenende	n	['Wochenende', 'Wohnende']
836	Jemand hat mir soger gesagt das die informationen nicht von Ihnen sind und ich habe mich geehrt .	soger	15	20	sogar	sogar	y	['sog er', 'zöger', 'sogar', 'sicher', 'zogen', 'Roger', 'Löcher', 'Poker', 'Joker', 'Kocher', 'zögert', 'sogen', 'zögern', 'Köcher', 'Locher', 'zöge', 'zögen', 'Gocher', 'Höker', 'löcher']
837	Die viertel Jahr war für mich hart und schwer .	viertel	4	11	viertel	Vierteljahr	n	[]
838	Die viertel Jahr war für mich hart und schwer .	Jahr	12	16	Jahr	Vierteljahr	n	[]
839	Jetzt ist das für mich egal , aber bitte sei ihr bisschen mehr kompetent und bitte eure Information besser Prüfen Mit freundlichen Grüssen Maria Meier	Prüfen	107	113	prüfen	prüfen	y	[]
840	AU-Pair-Agentur Schultz & Partner Regenstr .	AU-Pair-Agentur	0	15	Agentur	Au	n	['AU-Fair-Agentur', 'AU-Bei-Agentur', 'AU-Pamir-Agentur', 'AU-Beim-Agentur', 'AU-Pein-Agentur']
841	Sehr geehrte Damen und Herren , nachdem ich Ihre AnZeige mit grossem Interesse in der Zeitung gelesen hatte , nahm ich an Ihrem Au-Pair_teil und flog freudig nach Deutschland , aber Leider war ich sehr enttäuscht , weil die Erwartungen , die Sie durch Ihre AnZeige weckten , wurden nicht erfüllt .	AnZeige	49	56	Anzeige	Anzeige	y	['Anzeige', 'An Zeige', 'Anmaile', 'Anskype', 'Anteile', 'Anzicke', 'Anfänge', 'Anzeichen', 'Anzeiger', 'Anleihe', 'Anreise', 'Anreize', 'Neige', 'Anlege', 'Anzeigen', 'Zeige']
842	Sehr geehrte Damen und Herren , nachdem ich Ihre AnZeige mit grossem Interesse in der Zeitung gelesen hatte , nahm ich an Ihrem Au-Pair_teil und flog freudig nach Deutschland , aber Leider war ich sehr enttäuscht , weil die Erwartungen , die Sie durch Ihre AnZeige weckten , wurden nicht erfüllt .	Leider	182	188	leider	leider	y	['leider']
843	Sehr geehrte Damen und Herren , nachdem ich Ihre AnZeige mit grossem Interesse in der Zeitung gelesen hatte , nahm ich an Ihrem Au-Pair_teil und flog freudig nach Deutschland , aber Leider war ich sehr enttäuscht , weil die Erwartungen , die Sie durch Ihre AnZeige weckten , wurden nicht erfüllt .	AnZeige	257	264	Anzeige	Anzeige	y	['Anzeige', 'An Zeige', 'Anmaile', 'Anskype', 'Anteile', 'Anzicke', 'Anfänge', 'Anzeichen', 'Anzeiger', 'Anleihe', 'Anreise', 'Anreize', 'Neige', 'Anlege', 'Anzeigen', 'Zeige']
844	Ebenso sammelte ich nicht langjährige Erfahrungen , die sei in Ihrer AnZeige beschreiben .	AnZeige	69	76	Anzeige	Anzeige	y	['anZeige']
845	Bitte Zahlen Sie mit einen Teil , mindestens 30 % der KurSgebüren zurück .	KurSgebüren	54	65	kursieren	Kursgebühren	n	['Kursgebühren', 'Kurseebären', 'Kur-gebühren', 'Kurscheren', 'Kurschnüren', 'Kurschwüren', 'Kurgebühren']
846	Michael Meier Bahnhofsstraße 123 12345 Stadt X Niederland	Niederland	47	57	Niederlande	Niederlande	y	[]
847	28-07-2011 Beschwere Sehr geehrte Damen und Herren , Ich bin seit 01-03-2011 bei Familie Müller als Au-pair tätig .	Beschwere	11	20	Beschwerde	Beschwerde	y	[]
848	28-07-2011 Beschwere Sehr geehrte Damen und Herren , Ich bin seit 01-03-2011 bei Familie Müller als Au-pair tätig .	Ich	53	56	Ich	ich	n	[]
849	Es war schon ein Überrasung , dass ich innerhalbe von 14 Tagen bei Familie Müller sein sollte .	innerhalbe	39	49	innerhalb	innerhalb	y	['innerhalb', 'innehabe', 'innehalte', 'inneralpin', 'inneralpine']
850	Auf Ihrem Brief steht das Familie müller nur ein Baby hat und das ich nur von 8:00 bis 17:00 aufpassen musste .	das	22	25	das	dass	n	[]
851	Auf Ihrem Brief steht das Familie müller nur ein Baby hat und das ich nur von 8:00 bis 17:00 aufpassen musste .	müller	34	40	Müller	Müller	y	['Müller', 'Füller', 'mülle', 'müllen', 'aller', 'voller', 'Keller', 'heller', 'Miller', 'füllen', 'Fühler', 'Haller', 'Hülle', 'Möller', 'Tyler', 'Koller', 'Müllers', 'Teller', 'Zeller', 'kühler']
852	Auf Ihrem Brief steht das Familie müller nur ein Baby hat und das ich nur von 8:00 bis 17:00 aufpassen musste .	das	62	65	dass	dass	y	[]
853	Ich musste nicht nur auf das Baby aufpassen sonder noch für alle kochen .	sonder	44	50	sondern	sondern	y	['sondern']
854	Dann könnte ich auch dem Haus nicht aus , weil Familie müller mich verboten habe .	müller	55	61	Müller	Müller	y	['Müller', 'Füller', 'mülle', 'müllen', 'aller', 'voller', 'Keller', 'heller', 'Miller', 'füllen', 'Fühler', 'Haller', 'Hülle', 'Möller', 'Tyler', 'Koller', 'Müllers', 'Teller', 'Zeller', 'kühler']
855	Ich schlage für Sie suchen für mich ein ander Familie oder ich fahre innerhalb von 14 tage .	tage	86	90	Tage	Tage	y	[]
856	Mit Freundlichen Grüßen - unreadable -	Freundlichen	4	16	freundlichen	freundlichen	y	['freundlichen']
857	Au-pair Agentur Schultz & Partner Regenstr .	Au-pair	0	7	Unfair	Au-pair-Agentur	n	[]
858	Au-pair Agentur Schultz & Partner Regenstr .	Agentur	8	15	Agentur	Au-pair-Agentur	n	[]
859	Juli 2011 Beschwerde über schlechte Erfahrung mit Au-pair Agentur Sehr geehrte Damen und Herren , mit diesem Schreiben möchte ich über eine sehr schlechte Erfahrung mit Au-pair Agentur berichten .	Au-pair	50	57	unfair	Au-pair-Agentur	n	[]
860	Juli 2011 Beschwerde über schlechte Erfahrung mit Au-pair Agentur Sehr geehrte Damen und Herren , mit diesem Schreiben möchte ich über eine sehr schlechte Erfahrung mit Au-pair Agentur berichten .	Agentur	58	65	Agentur	Au-pair-Agentur	n	[]
861	Juli 2011 Beschwerde über schlechte Erfahrung mit Au-pair Agentur Sehr geehrte Damen und Herren , mit diesem Schreiben möchte ich über eine sehr schlechte Erfahrung mit Au-pair Agentur berichten .	Au-pair	169	176	unfair	Au-pair-Agentur	n	[]
862	Juli 2011 Beschwerde über schlechte Erfahrung mit Au-pair Agentur Sehr geehrte Damen und Herren , mit diesem Schreiben möchte ich über eine sehr schlechte Erfahrung mit Au-pair Agentur berichten .	Agentur	177	184	Agenturen	Au-pair-Agentur	n	[]
863	"Als ich eine "" Au-pair "" Erfahrung in Deutschland suchte , habe ich einen köstlichen Vertrag ( Nr  KCLE-23450) mit Ihrer Agentur vereinbart ."	Nr	95	97	Nr.	Nr.	y	['Nr.', 'Er', 'Und', 'Art', 'New', 'Nur', 'Ort', 'Ins', 'Pro', 'Neu', 'NHL', 'Nun', 'DNA', 'NBA', 'NDR', 'Nie', 'NRW', 'Mr', 'Eng', 'NPD', 'Uns']
864	Da ich kaum keinen Kontakt mit anderen Deutschen hatte , hat diese Erfahrung meinen Erwartungen überhauptnicht entsprochen .	überhauptnicht	96	110	überhaupt	überhaupt nicht	n	['überhaupt nicht', 'überhaupt Nicht']
865	Aber am Schlimmsten war , dass ich von Ihrer Agentur keine Hilfe bekommt habe .	Schlimmsten	8	19	schlimmsten	schlimmsten	y	['schlimmsten']
866	Aus den geschilderten Gründen fordere ich eine Rückerstattung der VortragsGebühren .	VortragsGebühren	66	82	Portogebühren	Vertragsgebühren	n	['Vortrags Gebühren', 'Vortraggebühren', 'Vortrag-gebühren', 'Vortragseebühnen']
867	Thema Beschwerdebrief Sehr geehrte Au-pair-Agentur , dieses ltztes Vierteljahr habe ich bei einer Gastfamilie in Deutschland verbracht .	ltztes	60	66	letzte	letztes	n	['letztes', 'ödstes', 'letzten', 'erstes', 'letzte', 'löste', 'letzter', 'bestes', 'lösten', 'festes', 'listet', 'Arztes', 'letztem', 'lautes', 'lastet', 'listen', 'loses', 'totes', 'Gastes', 'Mastes']
868	und ich wollt einige bemerkungen daruber machen .	wollt	8	13	wollte	wollte	y	[]
